SIM CODE  	DATE      	NO3            	NO3            	NO3            	NO3            	NO3            	NO3            	NO3            	NO3            	NO3            		NH4            	NH4            	NH4            	NH4            	NH4            	NH4            	NH4            	NH4            	NH4            		FACTOR COMP.   	FACTOR COMP.   	FACTOR COMP.   	FACTOR COMP.   	FACTOR COMP.   	FACTOR COMP.   	FACTOR COMP.   	FACTOR COMP.   	FACTOR COMP.   		STAND. RESID. C	FLAT RESID. C  	MANURE RESID. C	RESIDUE C      	RESIDUE C      	RESIDUE C      	RESIDUE C      	RESIDUE C      	RESIDUE C      	RESIDUE C      	RESIDUE C      	RESIDUE C      		STAND. RESID. C:N	FLAT RESID. C:N	MANURE RESID. C:N	RESIDUE C:N    	RESIDUE C:N    	RESIDUE C:N    	RESIDUE C:N    	RESIDUE C:N    	RESIDUE C:N    	RESIDUE C:N    	RESIDUE C:N    	RESIDUE C:N    		MIC C          	MIC C          	MIC C          	MIC C          	MIC C          	MIC C          	MIC C          	MIC C          	MIC C          		MIC C:N        	MIC C:N        	MIC C:N        	MIC C:N        	MIC C:N        	MIC C:N        	MIC C:N        	MIC C:N        	MIC C:N        		SOIL ORG C     	SOIL ORG C     	SOIL ORG C     	SOIL ORG C     	SOIL ORG C     	SOIL ORG C     	SOIL ORG C     	SOIL ORG C     	SOIL ORG C     		SOIL ORG C:N   	SOIL ORG C:N   	SOIL ORG C:N   	SOIL ORG C:N   	SOIL ORG C:N   	SOIL ORG C:N   	SOIL ORG C:N   	SOIL ORG C:N   	SOIL ORG C:N   		WATER CONTENT  	WATER CONTENT  	WATER CONTENT  	WATER CONTENT  	WATER CONTENT  	WATER CONTENT  	WATER CONTENT  	WATER CONTENT  	WATER CONTENT  		THICKNESS      	THICKNESS      	THICKNESS      	THICKNESS      	THICKNESS      	THICKNESS      	THICKNESS      	THICKNESS      	THICKNESS      		BULK DENSITY   	BULK DENSITY   	BULK DENSITY   	BULK DENSITY   	BULK DENSITY   	BULK DENSITY   	BULK DENSITY   	BULK DENSITY   	BULK DENSITY   
-         	-         	LAYER 1        	LAYER 2        	LAYER 3        	LAYER 4        	LAYER 5        	LAYER 6        	LAYER 7        	LAYER 8        	LAYER 9        		LAYER 1        	LAYER 2        	LAYER 3        	LAYER 4        	LAYER 5        	LAYER 6        	LAYER 7        	LAYER 8        	LAYER 9        		LAYER 1        	LAYER 2        	LAYER 3        	LAYER 4        	LAYER 5        	LAYER 6        	LAYER 7        	LAYER 8        	LAYER 9        		SURFACE        	SURFACE        	SURFACE        	LAYER 1        	LAYER 2        	LAYER 3        	LAYER 4        	LAYER 5        	LAYER 6        	LAYER 7        	LAYER 8        	LAYER 9        		SURFACE        	SURFACE        	SURFACE        	LAYER 1        	LAYER 2        	LAYER 3        	LAYER 4        	LAYER 5        	LAYER 6        	LAYER 7        	LAYER 8        	LAYER 9        		LAYER 1        	LAYER 2        	LAYER 3        	LAYER 4        	LAYER 5        	LAYER 6        	LAYER 7        	LAYER 8        	LAYER 9        		LAYER 1        	LAYER 2        	LAYER 3        	LAYER 4        	LAYER 5        	LAYER 6        	LAYER 7        	LAYER 8        	LAYER 9        		LAYER 1        	LAYER 2        	LAYER 3        	LAYER 4        	LAYER 5        	LAYER 6        	LAYER 7        	LAYER 8        	LAYER 9        		LAYER 1        	LAYER 2        	LAYER 3        	LAYER 4        	LAYER 5        	LAYER 6        	LAYER 7        	LAYER 8        	LAYER 9        		LAYER 1        	LAYER 2        	LAYER 3        	LAYER 4        	LAYER 5        	LAYER 6        	LAYER 7        	LAYER 8        	LAYER 9        		LAYER 1        	LAYER 2        	LAYER 3        	LAYER 4        	LAYER 5        	LAYER 6        	LAYER 7        	LAYER 8        	LAYER 9        		LAYER 1        	LAYER 2        	LAYER 3        	LAYER 4        	LAYER 5        	LAYER 6        	LAYER 7        	LAYER 8        	LAYER 9        
-         	YYYY-MM-DD	mg/kg          	mg/kg          	mg/kg          	mg/kg          	mg/kg          	mg/kg          	mg/kg          	mg/kg          	mg/kg          		mg/kg          	mg/kg          	mg/kg          	mg/kg          	mg/kg          	mg/kg          	mg/kg          	mg/kg          	mg/kg          		-/-            	-/-            	-/-            	-/-            	-/-            	-/-            	-/-            	-/-            	-/-            		Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          		g:g            	g:g            	g:g            	g:g            	g:g            	g:g            	g:g            	g:g            	g:g            	g:g            	g:g            	g:g            		Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          		g:g            	g:g            	g:g            	g:g            	g:g            	g:g            	g:g            	g:g            	g:g            		Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          		g:g            	g:g            	g:g            	g:g            	g:g            	g:g            	g:g            	g:g            	g:g            		m3/m3          	m3/m3          	m3/m3          	m3/m3          	m3/m3          	m3/m3          	m3/m3          	m3/m3          	m3/m3          		m              	m              	m              	m              	m              	m              	m              	m              	m              		Mg/m3          	Mg/m3          	Mg/m3          	Mg/m3          	Mg/m3          	Mg/m3          	Mg/m3          	Mg/m3          	Mg/m3          
RenoT0Control	2006-03-04	0.495842       	1.244507       	1.807971       	2.107236       	1.631474       	1.328973       	0.722693       	0.612812       	0.588998       		1.121958       	1.223934       	1.219211       	1.208377       	0.506749       	0.485332       	0.244697       	0.225058       	0.154200       		0.064502       	0.067050       	0.068163       	0.067503       	0.066213       	0.066077       	0.068191       	0.074621       	0.083714       		0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       		-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      		0.117231       	0.116945       	0.116801       	0.116692       	0.127405       	0.127311       	0.267589       	0.267092       	0.190378       		9.996197       	9.995540       	9.995208       	9.994955       	9.998296       	9.998102       	9.997774       	9.997284       	9.998663       		3.963694       	3.963688       	3.963685       	3.963683       	4.274588       	4.274587       	8.995767       	8.995759       	6.378827       		10.000000      	10.000000      	9.999999       	9.999999       	10.000000      	10.000000      	10.000000      	10.000000      	10.000000      		0.116841       	0.211114       	0.242039       	0.242039       	0.267273       	0.267273       	0.261771       	0.191385       	0.128461       		0.050000       	0.050000       	0.050000       	0.050000       	0.100000       	0.100000       	0.200000       	0.200000       	0.200000       		1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.410000       	1.410000       	1.410000       	
RenoT0Control	2006-03-05	0.523319       	1.269993       	1.834723       	2.130477       	1.639653       	1.336118       	0.726020       	0.616221       	0.591591       		1.100857       	1.212411       	1.208055       	1.198876       	0.500624       	0.480055       	0.243140       	0.223495       	0.152197       		0.110970       	0.106464       	0.114492       	0.100657       	0.087239       	0.079292       	0.074876       	0.078044       	0.085574       		0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       		-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      		0.117127       	0.116846       	0.116695       	0.116598       	0.127377       	0.127286       	0.267539       	0.267039       	0.190361       		9.995960       	9.995312       	9.994962       	9.994739       	9.998238       	9.998049       	9.997724       	9.997232       	9.998640       		3.963692       	3.963686       	3.963683       	3.963681       	4.274588       	4.274587       	8.995766       	8.995758       	6.378826       		10.000000      	10.000000      	9.999999       	9.999999       	10.000000      	10.000000      	10.000000      	10.000000      	10.000000      		0.111176       	0.192808       	0.237109       	0.240641       	0.266771       	0.267133       	0.261728       	0.191382       	0.128461       		0.050000       	0.050000       	0.050000       	0.050000       	0.100000       	0.100000       	0.200000       	0.200000       	0.200000       		1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.410000       	1.410000       	1.410000       	
RenoT0Control	2006-03-06	0.539394       	1.288759       	1.849856       	2.147498       	1.647170       	1.343440       	0.729582       	0.619797       	0.594225       		1.088788       	1.204114       	1.201847       	1.192018       	0.495019       	0.474669       	0.241485       	0.221868       	0.150171       		0.063920       	0.079005       	0.065539       	0.074460       	0.081188       	0.082166       	0.080655       	0.082409       	0.088208       		0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       		-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      		0.117068       	0.116773       	0.116634       	0.116530       	0.127351       	0.127259       	0.267484       	0.266983       	0.190344       		9.995824       	9.995143       	9.994822       	9.994580       	9.998184       	9.997995       	9.997671       	9.997177       	9.998616       		3.963691       	3.963685       	3.963682       	3.963680       	4.274588       	4.274586       	8.995766       	8.995757       	6.378826       		10.000000      	9.999999       	9.999999       	9.999999       	10.000000      	10.000000      	10.000000      	10.000000      	10.000000      		0.106732       	0.180588       	0.232603       	0.239278       	0.266274       	0.266994       	0.261684       	0.191379       	0.128460       		0.050000       	0.050000       	0.050000       	0.050000       	0.100000       	0.100000       	0.200000       	0.200000       	0.200000       		1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.410000       	1.410000       	1.410000       	
RenoT0Control	2006-03-07	0.552547       	1.304046       	1.865874       	2.163146       	1.653710       	1.350128       	0.733126       	0.623455       	0.596888       		1.078178       	1.197351       	1.195299       	1.185762       	0.490162       	0.469770       	0.239851       	0.220218       	0.148132       		0.050647       	0.064680       	0.069530       	0.068832       	0.071473       	0.075925       	0.080805       	0.084924       	0.090485       		0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       		-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      		0.117021       	0.116713       	0.116570       	0.116466       	0.127328       	0.127235       	0.267429       	0.266926       	0.190326       		9.995716       	9.995005       	9.994673       	9.994432       	9.998137       	9.997944       	9.997617       	9.997121       	9.998592       		3.963690       	3.963684       	3.963681       	3.963678       	4.274587       	4.274586       	8.995765       	8.995756       	6.378826       		10.000000      	9.999999       	9.999999       	9.999999       	10.000000      	10.000000      	10.000000      	10.000000      	10.000000      		0.103099       	0.171484       	0.228462       	0.237949       	0.265781       	0.266856       	0.261641       	0.191376       	0.128460       		0.050000       	0.050000       	0.050000       	0.050000       	0.100000       	0.100000       	0.200000       	0.200000       	0.200000       		1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.410000       	1.410000       	1.410000       	
RenoT0Control	2006-03-08	0.566982       	1.320228       	1.882001       	2.179540       	1.660389       	1.356727       	0.736609       	0.627112       	0.599548       		1.067205       	1.190261       	1.188738       	1.179244       	0.485219       	0.464954       	0.238259       	0.218584       	0.146106       		0.053448       	0.068611       	0.070237       	0.072414       	0.073701       	0.075709       	0.079963       	0.085545       	0.091767       		0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       		-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      		0.116971       	0.116650       	0.116505       	0.116399       	0.127304       	0.127210       	0.267375       	0.266868       	0.190308       		9.995602       	9.994858       	9.994522       	9.994277       	9.998088       	9.997894       	9.997564       	9.997064       	9.998567       		3.963689       	3.963682       	3.963679       	3.963677       	4.274587       	4.274585       	8.995764       	8.995755       	6.378826       		10.000000      	9.999999       	9.999999       	9.999999       	10.000000      	10.000000      	10.000000      	10.000000      	10.000000      		0.100041       	0.164283       	0.224634       	0.236652       	0.265292       	0.266717       	0.261597       	0.191373       	0.128459       		0.050000       	0.050000       	0.050000       	0.050000       	0.100000       	0.100000       	0.200000       	0.200000       	0.200000       		1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.410000       	1.410000       	1.410000       	
RenoT0Control	2006-03-09	0.584366       	1.338932       	1.901141       	2.197733       	1.667492       	1.363579       	0.740130       	0.630774       	0.602193       		1.054336       	1.182118       	1.180975       	1.172050       	0.479981       	0.459973       	0.236662       	0.216962       	0.144101       		0.061659       	0.079449       	0.083528       	0.080664       	0.079169       	0.079428       	0.081414       	0.086317       	0.092683       		0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       		-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      		0.116914       	0.116576       	0.116428       	0.116325       	0.127279       	0.127185       	0.267320       	0.266810       	0.190289       		9.995470       	9.994687       	9.994343       	9.994103       	9.998035       	9.997841       	9.997509       	9.997006       	9.998542       		3.963688       	3.963681       	3.963678       	3.963675       	4.274586       	4.274585       	8.995763       	8.995754       	6.378825       		10.000000      	9.999999       	9.999999       	9.999999       	10.000000      	10.000000      	10.000000      	10.000000      	10.000000      		0.097412       	0.158361       	0.221081       	0.235385       	0.264806       	0.266579       	0.261554       	0.191370       	0.128459       		0.050000       	0.050000       	0.050000       	0.050000       	0.100000       	0.100000       	0.200000       	0.200000       	0.200000       		1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.410000       	1.410000       	1.410000       	
RenoT0Control	2006-03-10	0.610677       	1.364999       	1.927559       	2.221717       	1.676056       	1.371265       	0.743846       	0.634512       	0.604838       		1.027463       	1.170205       	1.170222       	1.162581       	0.473687       	0.454407       	0.234989       	0.215322       	0.142105       		0.089117       	0.110779       	0.115433       	0.106589       	0.096420       	0.090006       	0.086442       	0.088758       	0.094170       		0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       		-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      		0.116832       	0.116474       	0.116321       	0.116227       	0.127248       	0.127156       	0.267261       	0.266750       	0.190270       		9.995279       	9.994450       	9.994095       	9.993874       	9.997971       	9.997781       	9.997452       	9.996947       	9.998516       		3.963686       	3.963679       	3.963675       	3.963673       	4.274586       	4.274584       	8.995762       	8.995753       	6.378825       		10.000000      	9.999999       	9.999999       	9.999999       	10.000000      	10.000000      	10.000000      	10.000000      	10.000000      		0.095114       	0.153357       	0.217769       	0.234148       	0.264325       	0.266442       	0.261511       	0.191367       	0.128458       		0.050000       	0.050000       	0.050000       	0.050000       	0.100000       	0.100000       	0.200000       	0.200000       	0.200000       		1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.410000       	1.410000       	1.410000       	
RenoT0Control	2006-03-11	0.634474       	1.390859       	1.951171       	2.244951       	1.685005       	1.379525       	0.747812       	0.638390       	0.607507       		1.005904       	1.158793       	1.160747       	1.153514       	0.467142       	0.448452       	0.233218       	0.213636       	0.140103       		0.078236       	0.110691       	0.104088       	0.104046       	0.102081       	0.097907       	0.092893       	0.092769       	0.096540       		0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       		-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      		0.116759       	0.116372       	0.116225       	0.116131       	0.127215       	0.127124       	0.267199       	0.266687       	0.190251       		9.995112       	9.994212       	9.993872       	9.993651       	9.997903       	9.997716       	9.997390       	9.996885       	9.998490       		3.963684       	3.963676       	3.963673       	3.963671       	4.274585       	4.274584       	8.995761       	8.995752       	6.378825       		9.999999       	9.999999       	9.999999       	9.999999       	10.000000      	10.000000      	10.000000      	10.000000      	10.000000      		0.093079       	0.149042       	0.214670       	0.232939       	0.263847       	0.266304       	0.261467       	0.191363       	0.128458       		0.050000       	0.050000       	0.050000       	0.050000       	0.100000       	0.100000       	0.200000       	0.200000       	0.200000       		1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.410000       	1.410000       	1.410000       	
RenoT0Control	2006-03-12	0.644198       	1.405169       	1.963653       	2.259559       	1.691779       	1.386759       	0.751733       	0.642340       	0.610193       		0.990532       	1.152160       	1.155790       	1.147904       	0.462215       	0.443266       	0.231484       	0.211936       	0.138099       		0.030993       	0.062024       	0.055706       	0.066179       	0.078496       	0.086936       	0.092555       	0.095201       	0.098789       		0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       		-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      		0.116730       	0.116314       	0.116174       	0.116070       	0.127189       	0.127096       	0.267136       	0.266623       	0.190232       		9.995045       	9.994079       	9.993752       	9.993508       	9.997851       	9.997658       	9.997328       	9.996821       	9.998463       		3.963684       	3.963675       	3.963672       	3.963670       	4.274585       	4.274584       	8.995760       	8.995751       	6.378824       		9.999999       	9.999999       	9.999999       	9.999999       	10.000000      	10.000000      	10.000000      	10.000000      	10.000000      		0.091257       	0.145261       	0.211762       	0.231757       	0.263373       	0.266167       	0.261424       	0.191360       	0.128458       		0.050000       	0.050000       	0.050000       	0.050000       	0.100000       	0.100000       	0.200000       	0.200000       	0.200000       		1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.410000       	1.410000       	1.410000       	
RenoT0Control	2006-03-13	0.655783       	1.419467       	1.979990       	2.275317       	1.698048       	1.393260       	0.755422       	0.646224       	0.612857       		0.979080       	1.145957       	1.149365       	1.141893       	0.457676       	0.438628       	0.229869       	0.210282       	0.136123       		0.035309       	0.062134       	0.072988       	0.071644       	0.073451       	0.079100       	0.087783       	0.094413       	0.099710       		0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       		-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      		0.116698       	0.116257       	0.116107       	0.116004       	0.127166       	0.127071       	0.267077       	0.266559       	0.190212       		9.994970       	9.993946       	9.993595       	9.993354       	9.997802       	9.997605       	9.997270       	9.996758       	9.998436       		3.963683       	3.963674       	3.963670       	3.963668       	4.274585       	4.274583       	8.995759       	8.995750       	6.378824       		9.999999       	9.999999       	9.999999       	9.999999       	10.000000      	10.000000      	10.000000      	10.000000      	10.000000      		0.089612       	0.141906       	0.209024       	0.230601       	0.262902       	0.266030       	0.261381       	0.191357       	0.128457       		0.050000       	0.050000       	0.050000       	0.050000       	0.100000       	0.100000       	0.200000       	0.200000       	0.200000       		1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.410000       	1.410000       	1.410000       	
RenoT0Control	2006-03-14	0.672455       	1.438229       	1.999208       	2.294034       	1.705122       	1.400075       	0.759055       	0.650035       	0.615479       		0.964507       	1.137941       	1.141843       	1.134786       	0.452573       	0.433786       	0.228293       	0.208677       	0.134191       		0.048316       	0.081519       	0.086101       	0.085351       	0.083692       	0.083793       	0.087097       	0.093390       	0.099860       		0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       		-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      		0.116653       	0.116182       	0.116028       	0.115926       	0.127139       	0.127044       	0.267018       	0.266496       	0.190192       		9.994866       	9.993771       	9.993410       	9.993171       	9.997746       	9.997549       	9.997211       	9.996696       	9.998409       		3.963682       	3.963672       	3.963669       	3.963666       	4.274584       	4.274583       	8.995758       	8.995749       	6.378824       		9.999999       	9.999999       	9.999999       	9.999999       	10.000000      	10.000000      	10.000000      	10.000000      	10.000000      		0.088115       	0.138898       	0.206439       	0.229471       	0.262435       	0.265894       	0.261337       	0.191354       	0.128457       		0.050000       	0.050000       	0.050000       	0.050000       	0.100000       	0.100000       	0.200000       	0.200000       	0.200000       		1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.410000       	1.410000       	1.410000       	
RenoT0Control	2006-03-15	0.686432       	1.455503       	2.015857       	2.311090       	1.711988       	1.406926       	0.762721       	0.653834       	0.618070       		0.952872       	1.130694       	1.135397       	1.128375       	0.447643       	0.428941       	0.226717       	0.207094       	0.132294       		0.038752       	0.075377       	0.075101       	0.078277       	0.082185       	0.085189       	0.088526       	0.093822       	0.100415       		0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       		-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      		0.116617       	0.116113       	0.115959       	0.115854       	0.127112       	0.127016       	0.266958       	0.266433       	0.190172       		9.994783       	9.993608       	9.993248       	9.993002       	9.997691       	9.997493       	9.997152       	9.996633       	9.998382       		3.963682       	3.963671       	3.963667       	3.963664       	4.274584       	4.274582       	8.995757       	8.995748       	6.378824       		9.999999       	9.999999       	9.999999       	9.999999       	10.000000      	10.000000      	10.000000      	10.000000      	10.000000      		0.086744       	0.136177       	0.203994       	0.228364       	0.261972       	0.265758       	0.261294       	0.191351       	0.128456       		0.050000       	0.050000       	0.050000       	0.050000       	0.100000       	0.100000       	0.200000       	0.200000       	0.200000       		1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.410000       	1.410000       	1.410000       	
RenoT0Control	2006-03-16	0.702644       	1.474396       	2.035560       	2.329943       	1.719046       	1.413800       	0.766408       	0.657646       	0.620641       		0.939626       	1.122811       	1.127804       	1.121332       	0.442597       	0.424102       	0.225147       	0.205523       	0.130423       		0.042792       	0.082596       	0.089143       	0.086875       	0.085449       	0.086465       	0.089634       	0.094868       	0.101505       		0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       		-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      		0.116578       	0.116037       	0.115877       	0.115774       	0.127085       	0.126989       	0.266897       	0.266369       	0.190152       		9.994691       	9.993431       	9.993056       	9.992815       	9.997634       	9.997435       	9.997093       	9.996570       	9.998354       		3.963681       	3.963669       	3.963665       	3.963663       	4.274583       	4.274582       	8.995756       	8.995746       	6.378823       		9.999999       	9.999999       	9.999999       	9.999999       	10.000000      	10.000000      	10.000000      	10.000000      	10.000000      		0.085480       	0.133698       	0.201675       	0.227281       	0.261512       	0.265622       	0.261251       	0.191348       	0.128456       		0.050000       	0.050000       	0.050000       	0.050000       	0.100000       	0.100000       	0.200000       	0.200000       	0.200000       		1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.410000       	1.410000       	1.410000       	
RenoT0Control	2006-03-17	0.722717       	1.496868       	2.058044       	2.351366       	1.726835       	1.421116       	0.770195       	0.661501       	0.623203       		0.922250       	1.113375       	1.119184       	1.113376       	0.437054       	0.418978       	0.223549       	0.203951       	0.128572       		0.050520       	0.098362       	0.102149       	0.099129       	0.095389       	0.093056       	0.092735       	0.096694       	0.103008       		0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       		-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      		0.116531       	0.115946       	0.115783       	0.115683       	0.127054       	0.126959       	0.266835       	0.266304       	0.190131       		9.994583       	9.993219       	9.992836       	9.992601       	9.997571       	9.997373       	9.997031       	9.996505       	9.998326       		3.963680       	3.963667       	3.963663       	3.963660       	4.274583       	4.274581       	8.995755       	8.995745       	6.378823       		9.999999       	9.999999       	9.999999       	9.999999       	10.000000      	10.000000      	10.000000      	10.000000      	10.000000      		0.084311       	0.131426       	0.199471       	0.226220       	0.261056       	0.265486       	0.261208       	0.191345       	0.128455       		0.050000       	0.050000       	0.050000       	0.050000       	0.100000       	0.100000       	0.200000       	0.200000       	0.200000       		1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.410000       	1.410000       	1.410000       	
RenoT0Control	2006-03-18	0.735109       	1.513776       	2.073524       	2.368165       	1.733765       	1.428160       	0.774020       	0.665404       	0.625760       		0.910427       	1.106308       	1.113340       	1.107228       	0.432151       	0.414071       	0.221951       	0.202378       	0.126739       		0.030010       	0.074540       	0.071076       	0.078437       	0.086059       	0.090744       	0.094330       	0.098638       	0.104749       		0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       		-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      	-1.#IND00      		0.116503       	0.115878       	0.115718       	0.115611       	0.127026       	0.126929       	0.266771       	0.266237       	0.190111       		9.994519       	9.993059       	9.992683       	9.992432       	9.997513       	9.997312       	9.996968       	9.996439       	9.998298       		3.963679       	3.963665       	3.963661       	3.963659       	4.274582       	4.274581       	8.995754       	8.995744       	6.378823       		9.999999       	9.999999       	9.999999       	9.999999       	10.000000      	10.000000      	10.000000      	10.000000      	10.000000      		0.083224       	0.129330       	0.197372       	0.225181       	0.260603       	0.265351       	0.261165       	0.191342       	0.128455       		0.050000       	0.050000       	0.050000       	0.050000       	0.100000       	0.100000       	0.200000       	0.200000       	0.200000       		1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.340000       	1.410000       	1.410000       	1.410000       	
