SIM CODE  	DATE      	IRRIGATION     	RUNOFF         	INFILTRATION   	DRAINAGE       	SOIL EVAP      	RES EVAP       	SNOW SUB       	TRANSPIRATION  	SMC            	SMC            	SMC            	SMC            	SMC            	SMC            	SMC            	SMC            	SMC            
-         	-         	-              	-              	-              	-              	-              	-              	-              	-              	LAYER 1        	LAYER 2        	LAYER 3        	LAYER 4        	LAYER 5        	LAYER 6        	LAYER 7        	LAYER 8        	LAYER 9        
-         	YYYY-MM-DD	mm/day         	mm/day         	mm/day         	mm/day         	mm/day         	mm/day         	mm/day         	mm/day         	m3/m3          	m3/m3          	m3/m3          	m3/m3          	m3/m3          	m3/m3          	m3/m3          	m3/m3          	m3/m3          
RenoT0Control	2006-01-01	0.000000       	0.000000       	0.000000       	0.000000       	0.333441       	0.000000       	0.000000       	0.000000       	0.145287       	0.151956       	0.151956       	0.151956       	0.162637       	0.162637       	0.159289       	0.159289       	0.128470       
RenoT0Control	2006-01-02	0.000000       	0.000000       	0.000000       	0.000000       	0.385402       	0.000000       	0.000000       	0.000000       	0.137579       	0.151956       	0.151956       	0.151956       	0.162637       	0.162637       	0.159289       	0.159289       	0.128470       
RenoT0Control	2006-01-03	0.000000       	0.000000       	0.000000       	0.000000       	0.325601       	0.000000       	0.000000       	0.000000       	0.131067       	0.151956       	0.151956       	0.151956       	0.162637       	0.162637       	0.159289       	0.159289       	0.128470       
RenoT0Control	2006-01-04	0.000000       	0.000000       	0.000000       	0.000000       	0.245184       	0.000000       	0.000000       	0.000000       	0.126163       	0.151956       	0.151956       	0.151956       	0.162637       	0.162637       	0.159289       	0.159289       	0.128470       
RenoT0Control	2006-01-05	0.000000       	0.000000       	0.000000       	0.000000       	0.351252       	0.000000       	0.000000       	0.000000       	0.119138       	0.151956       	0.151956       	0.151956       	0.162637       	0.162637       	0.159289       	0.159289       	0.128470       
RenoT0Control	2006-01-06	0.000000       	0.000000       	0.000000       	0.000000       	0.347748       	0.000000       	0.000000       	0.000000       	0.112913       	0.151226       	0.151956       	0.151956       	0.162637       	0.162637       	0.159289       	0.159289       	0.128470       
RenoT0Control	2006-01-07	0.000000       	0.000000       	0.000000       	0.000000       	0.364978       	0.000000       	0.000000       	0.000000       	0.108118       	0.148721       	0.151956       	0.151956       	0.162637       	0.162637       	0.159289       	0.159289       	0.128470       
RenoT0Control	2006-01-08	0.000000       	0.000000       	0.000000       	0.000000       	0.396582       	0.000000       	0.000000       	0.000000       	0.104245       	0.144978       	0.151641       	0.151956       	0.162637       	0.162637       	0.159289       	0.159289       	0.128470       
RenoT0Control	2006-01-09	0.000000       	0.000000       	0.000000       	0.000000       	0.375163       	0.000000       	0.000000       	0.000000       	0.101013       	0.141653       	0.151036       	0.151783       	0.162581       	0.162621       	0.159284       	0.159288       	0.128470       
RenoT0Control	2006-01-10	0.000000       	0.000000       	0.000000       	0.000000       	0.276639       	0.000000       	0.000000       	0.000000       	0.098253       	0.138880       	0.151036       	0.151783       	0.162581       	0.162621       	0.159284       	0.159288       	0.128470       
RenoT0Control	2006-01-11	0.000000       	0.000000       	0.000000       	0.000000       	0.291784       	0.000000       	0.000000       	0.000000       	0.095853       	0.136161       	0.150443       	0.151659       	0.162581       	0.162621       	0.159284       	0.159288       	0.128470       
RenoT0Control	2006-01-12	0.000000       	0.000000       	0.000000       	0.000000       	0.275888       	0.000000       	0.000000       	0.000000       	0.093736       	0.133684       	0.149860       	0.151488       	0.162525       	0.162606       	0.159279       	0.159286       	0.128469       
RenoT0Control	2006-01-13	0.000000       	0.000000       	0.000000       	0.000000       	0.253607       	0.000000       	0.000000       	0.000000       	0.091847       	0.131412       	0.149288       	0.151317       	0.162469       	0.162590       	0.159275       	0.159285       	0.128469       
RenoT0Control	2006-01-14	0.000000       	0.000000       	0.000000       	0.000000       	0.234808       	0.000000       	0.000000       	0.000000       	0.090146       	0.129318       	0.148726       	0.151148       	0.162414       	0.162575       	0.159270       	0.159284       	0.128468       
RenoT0Control	2006-01-15	0.000000       	0.000000       	0.000000       	0.000000       	0.218732       	0.000000       	0.000000       	0.000000       	0.088602       	0.127377       	0.148174       	0.150979       	0.162358       	0.162559       	0.159265       	0.159282       	0.128468       
RenoT0Control	2006-01-16	0.000000       	0.000000       	0.000000       	0.000000       	0.204826       	0.000000       	0.000000       	0.000000       	0.087191       	0.125572       	0.147631       	0.150811       	0.162303       	0.162544       	0.159260       	0.159281       	0.128467       
RenoT0Control	2006-01-17	0.000000       	0.000000       	0.000000       	0.000000       	0.192679       	0.000000       	0.000000       	0.000000       	0.085893       	0.123885       	0.147097       	0.150644       	0.162247       	0.162528       	0.159255       	0.159280       	0.128467       
RenoT0Control	2006-01-18	0.000000       	0.000000       	0.000000       	0.000000       	0.181975       	0.000000       	0.000000       	0.000000       	0.084694       	0.122304       	0.146572       	0.150478       	0.162192       	0.162513       	0.159250       	0.159278       	0.128467       
RenoT0Control	2006-01-19	0.000000       	0.000000       	0.000000       	0.000000       	0.172472       	0.000000       	0.000000       	0.000000       	0.083580       	0.120818       	0.146056       	0.150312       	0.162137       	0.162497       	0.159245       	0.159277       	0.128466       
RenoT0Control	2006-01-20	0.000000       	0.000000       	0.000000       	0.000000       	0.163978       	0.000000       	0.000000       	0.000000       	0.082542       	0.119417       	0.145548       	0.150148       	0.162081       	0.162482       	0.159241       	0.159276       	0.128466       
RenoT0Control	2006-01-21	0.000000       	0.000000       	0.000000       	0.000000       	0.156340       	0.000000       	0.000000       	0.000000       	0.081570       	0.118093       	0.145048       	0.149984       	0.162026       	0.162466       	0.159236       	0.159274       	0.128465       
RenoT0Control	2006-01-22	0.000000       	0.000000       	0.000000       	0.000000       	0.149435       	0.000000       	0.000000       	0.000000       	0.080658       	0.116838       	0.144557       	0.149821       	0.161971       	0.162451       	0.159231       	0.159273       	0.128465       
RenoT0Control	2006-01-23	0.000000       	0.000000       	0.000000       	0.000000       	0.143161       	0.000000       	0.000000       	0.000000       	0.079800       	0.115646       	0.144073       	0.149659       	0.161916       	0.162435       	0.159226       	0.159272       	0.128464       
RenoT0Control	2006-01-24	0.000000       	0.000000       	0.000000       	0.000000       	0.137436       	0.000000       	0.000000       	0.000000       	0.078989       	0.114513       	0.143597       	0.149498       	0.161862       	0.162420       	0.159221       	0.159270       	0.128464       
RenoT0Control	2006-01-25	0.000000       	0.000000       	0.000000       	0.000000       	0.132190       	0.000000       	0.000000       	0.000000       	0.078222       	0.113433       	0.143127       	0.149338       	0.161807       	0.162405       	0.159216       	0.159269       	0.128463       
RenoT0Control	2006-01-26	0.000000       	0.000000       	0.000000       	0.000000       	0.127365       	0.000000       	0.000000       	0.000000       	0.077495       	0.112401       	0.142665       	0.149178       	0.161752       	0.162389       	0.159212       	0.159268       	0.128463       
RenoT0Control	2006-01-27	0.000000       	0.000000       	1.200000       	0.000000       	0.122912       	0.000000       	0.000000       	0.000000       	0.100804       	0.111415       	0.142210       	0.149019       	0.161698       	0.162374       	0.159207       	0.159266       	0.128462       
RenoT0Control	2006-01-28	0.000000       	0.000000       	4.500000       	0.000000       	0.222450       	0.000000       	0.408976       	0.000000       	0.188072       	0.110470       	0.141762       	0.148861       	0.161643       	0.162358       	0.159202       	0.159265       	0.128462       
RenoT0Control	2006-01-29	0.000000       	0.000000       	34.525000      	0.000000       	0.000002       	0.000000       	0.403418       	0.000000       	0.242039       	0.254345       	0.266332       	0.257108       	0.268594       	0.185328       	0.159202       	0.159265       	0.128462       
RenoT0Control	2006-01-30	0.000000       	0.024342       	11.200658      	0.000000       	0.001047       	0.000000       	0.442274       	0.000000       	0.242039       	0.266564       	0.292222       	0.303710       	0.277282       	0.246280       	0.159202       	0.159265       	0.128462       
RenoT0Control	2006-01-31	0.000000       	0.000000       	0.095331       	0.000000       	0.554256       	0.000000       	0.000000       	0.000000       	0.232860       	0.242039       	0.242039       	0.260070       	0.268313       	0.268870       	0.181979       	0.159265       	0.128462       
RenoT0Control	2006-02-01	0.000000       	0.000000       	0.000000       	0.000000       	0.555490       	0.000000       	0.000000       	0.000000       	0.221751       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.187805       	0.159265       	0.128462       
RenoT0Control	2006-02-02	0.000000       	0.000000       	0.000000       	0.000000       	0.544509       	0.000000       	0.000000       	0.000000       	0.210861       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.187805       	0.159265       	0.128462       
RenoT0Control	2006-02-03	0.000000       	0.000000       	0.000000       	0.000000       	0.525395       	0.000000       	0.000000       	0.000000       	0.200353       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.187805       	0.159265       	0.128462       
RenoT0Control	2006-02-04	0.000000       	0.000000       	0.000000       	0.000000       	0.556813       	0.000000       	0.000000       	0.000000       	0.189216       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.187805       	0.159265       	0.128462       
RenoT0Control	2006-02-05	0.000000       	0.000000       	0.000000       	0.000000       	0.455852       	0.000000       	0.000000       	0.000000       	0.180099       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.187805       	0.159265       	0.128462       
RenoT0Control	2006-02-06	0.000000       	0.000000       	0.000000       	0.000000       	0.547681       	0.000000       	0.000000       	0.000000       	0.169146       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.187805       	0.159265       	0.128462       
RenoT0Control	2006-02-07	0.000000       	0.000000       	0.000000       	0.000000       	0.522161       	0.000000       	0.000000       	0.000000       	0.158702       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.187805       	0.159265       	0.128462       
RenoT0Control	2006-02-08	0.000000       	0.000000       	0.000000       	0.000000       	0.558786       	0.000000       	0.000000       	0.000000       	0.147527       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.187805       	0.159265       	0.128462       
RenoT0Control	2006-02-09	0.000000       	0.000000       	0.000000       	0.000000       	0.815227       	0.000000       	0.000000       	0.000000       	0.131222       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.187805       	0.159265       	0.128462       
RenoT0Control	2006-02-10	0.000000       	0.000000       	0.000000       	0.000000       	0.874966       	0.000000       	0.000000       	0.000000       	0.121333       	0.234429       	0.242039       	0.242039       	0.267273       	0.267273       	0.187805       	0.159265       	0.128462       
RenoT0Control	2006-02-11	0.000000       	0.000000       	0.000000       	0.000000       	0.829719       	0.000000       	0.000000       	0.000000       	0.114534       	0.224633       	0.242039       	0.242039       	0.267273       	0.267273       	0.187805       	0.159265       	0.128462       
RenoT0Control	2006-02-12	0.000000       	0.000000       	0.000000       	0.000000       	0.678214       	0.000000       	0.000000       	0.000000       	0.109394       	0.216210       	0.242039       	0.242039       	0.267273       	0.267273       	0.187805       	0.159265       	0.128462       
RenoT0Control	2006-02-13	0.000000       	0.000000       	0.000000       	0.000000       	0.724175       	0.000000       	0.000000       	0.000000       	0.105289       	0.205830       	0.242039       	0.242039       	0.267273       	0.267273       	0.187805       	0.159265       	0.128462       
RenoT0Control	2006-02-14	0.000000       	0.000000       	0.000000       	0.000000       	0.737071       	0.000000       	0.000000       	0.000000       	0.101893       	0.194485       	0.242039       	0.242039       	0.267273       	0.267273       	0.187805       	0.159265       	0.128462       
RenoT0Control	2006-02-15	0.000000       	0.000000       	0.000000       	0.000000       	0.552808       	0.000000       	0.000000       	0.000000       	0.099010       	0.186312       	0.242039       	0.242039       	0.267273       	0.267273       	0.187805       	0.159265       	0.128462       
RenoT0Control	2006-02-16	0.000000       	0.000000       	0.000000       	0.000000       	0.864219       	0.000000       	0.000000       	0.000000       	0.096515       	0.175834       	0.237728       	0.242039       	0.267273       	0.267273       	0.187805       	0.159265       	0.128462       
RenoT0Control	2006-02-17	0.000000       	0.000000       	0.000000       	0.000000       	0.877245       	0.000000       	0.000000       	0.000000       	0.094322       	0.167766       	0.233171       	0.240641       	0.266771       	0.267133       	0.187795       	0.159264       	0.128462       
RenoT0Control	2006-02-18	0.000000       	0.000000       	0.000000       	0.000000       	0.766824       	0.000000       	0.000000       	0.000000       	0.092373       	0.161249       	0.228984       	0.239278       	0.266274       	0.266994       	0.187785       	0.159262       	0.128461       
RenoT0Control	2006-02-19	0.000000       	0.000000       	20.800000      	0.000000       	0.454283       	0.000000       	0.000000       	0.000000       	0.242039       	0.242039       	0.244627       	0.279750       	0.276567       	0.278614       	0.206915       	0.159262       	0.128461       
RenoT0Control	2006-02-20	0.000000       	0.000000       	0.000000       	0.000000       	0.673415       	0.000000       	0.000000       	0.000000       	0.228571       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.227307       	0.159262       	0.128461       
RenoT0Control	2006-02-21	0.000000       	0.000000       	0.000000       	0.000000       	0.623525       	0.000000       	0.000000       	0.000000       	0.216100       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.227307       	0.159262       	0.128461       
RenoT0Control	2006-02-22	0.000000       	0.000000       	0.200000       	0.000000       	0.649820       	0.000000       	0.000000       	0.000000       	0.207104       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.227307       	0.159262       	0.128461       
RenoT0Control	2006-02-23	0.000000       	0.000000       	0.000000       	0.000000       	0.951359       	0.000000       	0.000000       	0.000000       	0.188077       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.227307       	0.159262       	0.128461       
RenoT0Control	2006-02-24	0.000000       	0.084911       	13.115089      	0.000000       	0.562766       	0.000000       	0.000000       	0.000000       	0.242039       	0.242039       	0.242039       	0.242039       	0.267273       	0.299211       	0.260609       	0.159262       	0.128461       
RenoT0Control	2006-02-25	0.000000       	0.000000       	4.200000       	0.000000       	0.736827       	0.000000       	0.000000       	0.000000       	0.242039       	0.243463       	0.267478       	0.260748       	0.268714       	0.268707       	0.262479       	0.177847       	0.128461       
RenoT0Control	2006-02-26	0.000000       	0.000000       	0.000000       	0.000000       	1.118457       	0.000000       	0.000000       	0.000000       	0.219670       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.261771       	0.191385       	0.128461       
RenoT0Control	2006-02-27	0.000000       	0.000000       	0.000000       	0.000000       	1.052777       	0.000000       	0.000000       	0.000000       	0.198614       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.261771       	0.191385       	0.128461       
RenoT0Control	2006-02-28	0.000000       	0.000000       	0.000000       	0.000000       	0.901157       	0.000000       	0.000000       	0.000000       	0.180591       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.261771       	0.191385       	0.128461       
RenoT0Control	2006-03-01	0.000000       	0.000000       	0.000000       	0.000000       	1.021776       	0.000000       	0.000000       	0.000000       	0.160156       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.261771       	0.191385       	0.128461       
RenoT0Control	2006-03-02	0.000000       	0.000000       	0.000000       	0.000000       	1.185520       	0.000000       	0.000000       	0.000000       	0.136445       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.261771       	0.191385       	0.128461       
RenoT0Control	2006-03-03	0.000000       	0.000000       	0.000000       	0.000000       	1.196571       	0.000000       	0.000000       	0.000000       	0.124552       	0.230001       	0.242039       	0.242039       	0.267273       	0.267273       	0.261771       	0.191385       	0.128461       
RenoT0Control	2006-03-04	0.000000       	0.000000       	0.000000       	0.000000       	1.329871       	0.000000       	0.000000       	0.000000       	0.116841       	0.211114       	0.242039       	0.242039       	0.267273       	0.267273       	0.261771       	0.191385       	0.128461       
RenoT0Control	2006-03-05	0.000000       	0.000000       	0.000000       	0.000000       	1.588410       	0.000000       	0.000000       	0.000000       	0.111176       	0.192808       	0.237109       	0.240641       	0.266771       	0.267133       	0.261728       	0.191382       	0.128461       
RenoT0Control	2006-03-06	0.000000       	0.000000       	0.000000       	0.000000       	1.199644       	0.000000       	0.000000       	0.000000       	0.106732       	0.180588       	0.232603       	0.239278       	0.266274       	0.266994       	0.261684       	0.191379       	0.128460       
RenoT0Control	2006-03-07	0.000000       	0.000000       	0.000000       	0.000000       	0.982996       	0.000000       	0.000000       	0.000000       	0.103099       	0.171484       	0.228462       	0.237949       	0.265781       	0.266856       	0.261641       	0.191376       	0.128460       
RenoT0Control	2006-03-08	0.000000       	0.000000       	0.000000       	0.000000       	0.841370       	0.000000       	0.000000       	0.000000       	0.100041       	0.164283       	0.224634       	0.236652       	0.265292       	0.266717       	0.261597       	0.191373       	0.128459       
RenoT0Control	2006-03-09	0.000000       	0.000000       	0.000000       	0.000000       	0.740266       	0.000000       	0.000000       	0.000000       	0.097412       	0.158361       	0.221081       	0.235385       	0.264806       	0.266579       	0.261554       	0.191370       	0.128459       
RenoT0Control	2006-03-10	0.000000       	0.000000       	0.000000       	0.000000       	0.663872       	0.000000       	0.000000       	0.000000       	0.095114       	0.153357       	0.217769       	0.234148       	0.264325       	0.266442       	0.261511       	0.191367       	0.128458       
RenoT0Control	2006-03-11	0.000000       	0.000000       	0.000000       	0.000000       	0.603794       	0.000000       	0.000000       	0.000000       	0.093079       	0.149042       	0.214670       	0.232939       	0.263847       	0.266304       	0.261467       	0.191363       	0.128458       
RenoT0Control	2006-03-12	0.000000       	0.000000       	0.000000       	0.000000       	0.555122       	0.000000       	0.000000       	0.000000       	0.091257       	0.145261       	0.211762       	0.231757       	0.263373       	0.266167       	0.261424       	0.191360       	0.128458       
RenoT0Control	2006-03-13	0.000000       	0.000000       	0.000000       	0.000000       	0.514770       	0.000000       	0.000000       	0.000000       	0.089612       	0.141906       	0.209024       	0.230601       	0.262902       	0.266030       	0.261381       	0.191357       	0.128457       
RenoT0Control	2006-03-14	0.000000       	0.000000       	0.000000       	0.000000       	0.480694       	0.000000       	0.000000       	0.000000       	0.088115       	0.138898       	0.206439       	0.229471       	0.262435       	0.265894       	0.261337       	0.191354       	0.128457       
RenoT0Control	2006-03-15	0.000000       	0.000000       	0.000000       	0.000000       	0.451482       	0.000000       	0.000000       	0.000000       	0.086744       	0.136177       	0.203994       	0.228364       	0.261972       	0.265758       	0.261294       	0.191351       	0.128456       
RenoT0Control	2006-03-16	0.000000       	0.000000       	0.000000       	0.000000       	0.426124       	0.000000       	0.000000       	0.000000       	0.085480       	0.133698       	0.201675       	0.227281       	0.261512       	0.265622       	0.261251       	0.191348       	0.128456       
RenoT0Control	2006-03-17	0.000000       	0.000000       	0.000000       	0.000000       	0.403876       	0.000000       	0.000000       	0.000000       	0.084311       	0.131426       	0.199471       	0.226220       	0.261056       	0.265486       	0.261208       	0.191345       	0.128455       
RenoT0Control	2006-03-18	0.000000       	0.000000       	0.000000       	0.000000       	0.384177       	0.000000       	0.000000       	0.000000       	0.083224       	0.129330       	0.197372       	0.225181       	0.260603       	0.265351       	0.261165       	0.191342       	0.128455       
RenoT0Control	2006-03-19	0.000000       	0.000000       	0.000000       	0.000000       	0.366598       	0.000000       	0.000000       	0.000000       	0.082209       	0.127389       	0.195370       	0.224163       	0.260153       	0.265216       	0.261122       	0.191339       	0.128454       
RenoT0Control	2006-03-20	0.000000       	0.000000       	0.000000       	0.000000       	0.350800       	0.000000       	0.000000       	0.000000       	0.081258       	0.125582       	0.193457       	0.223165       	0.259707       	0.265081       	0.261079       	0.191336       	0.128454       
RenoT0Control	2006-03-21	0.000000       	0.000000       	3.200000       	0.000000       	0.336516       	0.000000       	0.000000       	0.000000       	0.144365       	0.123895       	0.191627       	0.222186       	0.259264       	0.264947       	0.261036       	0.191333       	0.128454       
RenoT0Control	2006-03-22	0.000000       	0.000000       	0.000000       	0.000000       	1.056225       	0.000000       	0.000000       	0.000000       	0.128869       	0.122314       	0.189873       	0.221226       	0.258825       	0.264813       	0.260993       	0.191330       	0.128453       
RenoT0Control	2006-03-23	0.000000       	0.000000       	0.000000       	0.000000       	0.725590       	0.000000       	0.000000       	0.000000       	0.119795       	0.120827       	0.188190       	0.220284       	0.258388       	0.264679       	0.260950       	0.191327       	0.128453       
RenoT0Control	2006-03-24	0.000000       	0.000000       	5.200000       	0.000000       	0.582763       	0.000000       	0.000000       	0.000000       	0.217402       	0.119425       	0.186572       	0.219360       	0.257955       	0.264545       	0.260907       	0.191324       	0.128452       
RenoT0Control	2006-03-25	0.000000       	0.000000       	0.000000       	0.000000       	1.635931       	0.000000       	0.000000       	0.000000       	0.184683       	0.119425       	0.186572       	0.219360       	0.257955       	0.264545       	0.260907       	0.191324       	0.128452       
RenoT0Control	2006-03-26	0.000000       	0.000000       	0.000000       	0.000000       	2.298013       	0.000000       	0.000000       	0.000000       	0.138723       	0.119425       	0.186572       	0.219360       	0.257955       	0.264545       	0.260907       	0.191324       	0.128452       
RenoT0Control	2006-03-27	0.000000       	0.000000       	0.000000       	0.000000       	0.897867       	0.000000       	0.000000       	0.000000       	0.125866       	0.118100       	0.185017       	0.218453       	0.257525       	0.264412       	0.260864       	0.191321       	0.128452       
RenoT0Control	2006-03-28	0.000000       	0.000000       	0.000000       	0.000000       	0.652879       	0.000000       	0.000000       	0.000000       	0.117758       	0.116845       	0.183519       	0.217562       	0.257098       	0.264279       	0.260821       	0.191318       	0.128451       
RenoT0Control	2006-03-29	0.000000       	0.000000       	0.000000       	0.000000       	0.534655       	0.000000       	0.000000       	0.000000       	0.111874       	0.115653       	0.182074       	0.216687       	0.256674       	0.264146       	0.260778       	0.191314       	0.128451       
RenoT0Control	2006-03-30	0.000000       	0.000000       	0.000000       	0.000000       	0.463063       	0.000000       	0.000000       	0.000000       	0.107292       	0.114520       	0.180681       	0.215828       	0.256253       	0.264014       	0.260736       	0.191311       	0.128450       
RenoT0Control	2006-03-31	0.000000       	0.000000       	0.000000       	0.000000       	0.414277       	0.000000       	0.000000       	0.000000       	0.103563       	0.113439       	0.179334       	0.214983       	0.255835       	0.263882       	0.260693       	0.191308       	0.128450       
RenoT0Control	2006-04-01	0.000000       	0.000000       	1.800000       	0.000000       	0.378464       	0.000000       	0.000000       	0.000000       	0.136435       	0.112407       	0.178033       	0.214153       	0.255420       	0.263750       	0.260650       	0.191305       	0.128449       
RenoT0Control	2006-04-02	0.000000       	0.000000       	0.000000       	0.000000       	0.811176       	0.000000       	0.000000       	0.000000       	0.124546       	0.111421       	0.176774       	0.213337       	0.255008       	0.263618       	0.260607       	0.191302       	0.128449       
RenoT0Control	2006-04-03	0.000000       	0.000000       	0.000000       	0.000000       	0.597055       	0.000000       	0.000000       	0.000000       	0.116837       	0.110476       	0.175554       	0.212535       	0.254599       	0.263487       	0.260565       	0.191299       	0.128449       
RenoT0Control	2006-04-04	0.000000       	0.000000       	0.000000       	0.000000       	0.489996       	0.000000       	0.000000       	0.000000       	0.111173       	0.109569       	0.174372       	0.211746       	0.254193       	0.263356       	0.260522       	0.191296       	0.128448       
RenoT0Control	2006-04-05	0.000000       	0.000000       	0.000000       	0.000000       	0.424435       	0.000000       	0.000000       	0.000000       	0.106730       	0.108699       	0.173226       	0.210970       	0.253789       	0.263225       	0.260479       	0.191293       	0.128448       
RenoT0Control	2006-04-06	0.000000       	0.000000       	0.000000       	0.000000       	0.379630       	0.000000       	0.000000       	0.000000       	0.103097       	0.107863       	0.172113       	0.210207       	0.253388       	0.263095       	0.260437       	0.191290       	0.128447       
RenoT0Control	2006-04-07	0.000000       	0.000000       	0.000000       	0.000000       	0.346768       	0.000000       	0.000000       	0.000000       	0.100039       	0.107057       	0.171033       	0.209456       	0.252990       	0.262965       	0.260394       	0.191287       	0.128447       
RenoT0Control	2006-04-08	0.000000       	0.000000       	0.000000       	0.000000       	0.321438       	0.000000       	0.000000       	0.000000       	0.097410       	0.106281       	0.169983       	0.208716       	0.252595       	0.262835       	0.260352       	0.191284       	0.128446       
RenoT0Control	2006-04-09	0.000000       	0.000000       	0.000000       	0.000000       	0.301177       	0.000000       	0.000000       	0.000000       	0.095112       	0.105533       	0.168962       	0.207988       	0.252202       	0.262706       	0.260309       	0.191281       	0.128446       
RenoT0Control	2006-04-10	0.000000       	0.000000       	5.800000       	0.000000       	0.284501       	0.000000       	0.000000       	0.000000       	0.209078       	0.104810       	0.167969       	0.207271       	0.251812       	0.262576       	0.260267       	0.191278       	0.128445       
RenoT0Control	2006-04-11	0.000000       	0.000000       	0.000000       	0.000000       	3.030334       	0.000000       	0.000000       	0.000000       	0.148471       	0.104810       	0.167969       	0.207271       	0.251812       	0.262576       	0.260267       	0.191278       	0.128445       
RenoT0Control	2006-04-12	0.000000       	0.000000       	0.000000       	0.000000       	1.062257       	0.000000       	0.000000       	0.000000       	0.130814       	0.104112       	0.167002       	0.206566       	0.251425       	0.262447       	0.260224       	0.191275       	0.128445       
RenoT0Control	2006-04-13	0.000000       	0.000000       	0.000000       	0.000000       	0.663356       	0.000000       	0.000000       	0.000000       	0.121070       	0.103437       	0.166061       	0.205870       	0.251040       	0.262318       	0.260182       	0.191272       	0.128445       
RenoT0Control	2006-04-14	0.000000       	0.000000       	0.000000       	0.000000       	0.509489       	0.000000       	0.000000       	0.000000       	0.114342       	0.102783       	0.165143       	0.205185       	0.250657       	0.262190       	0.260140       	0.191269       	0.128444       
RenoT0Control	2006-04-15	0.000000       	0.000000       	0.000000       	0.000000       	0.425058       	0.000000       	0.000000       	0.000000       	0.109243       	0.102149       	0.164248       	0.204511       	0.250278       	0.262062       	0.260097       	0.191265       	0.128444       
RenoT0Control	2006-04-16	0.000000       	0.000000       	0.400000       	0.000000       	0.371111       	0.000000       	0.000000       	0.000000       	0.113167       	0.101535       	0.163375       	0.203846       	0.249900       	0.261934       	0.260055       	0.191262       	0.128443       
RenoT0Control	2006-04-17	0.000000       	0.000000       	2.400000       	0.000000       	0.406953       	0.000000       	0.000000       	0.000000       	0.156319       	0.100939       	0.162523       	0.203190       	0.249525       	0.261806       	0.260013       	0.191259       	0.128443       
RenoT0Control	2006-04-18	0.000000       	0.000000       	0.000000       	0.000000       	1.282396       	0.000000       	0.000000       	0.000000       	0.133910       	0.100361       	0.161692       	0.202544       	0.249153       	0.261679       	0.259970       	0.191256       	0.128442       
RenoT0Control	2006-04-19	0.000000       	0.000000       	1.600000       	0.000000       	0.703736       	0.000000       	0.000000       	0.000000       	0.155024       	0.099799       	0.160879       	0.201907       	0.248783       	0.261552       	0.259928       	0.191253       	0.128442       
RenoT0Control	2006-04-20	0.000000       	0.000000       	0.600000       	0.000000       	1.235289       	0.000000       	0.000000       	0.000000       	0.145458       	0.099252       	0.160086       	0.201279       	0.248415       	0.261425       	0.259886       	0.191250       	0.128441       
RenoT0Control	2006-04-21	0.000000       	0.000000       	0.000000       	0.000000       	0.957218       	0.000000       	0.000000       	0.000000       	0.129407       	0.098721       	0.159310       	0.200659       	0.248050       	0.261298       	0.259844       	0.191247       	0.128441       
RenoT0Control	2006-04-22	0.000000       	0.000000       	0.000000       	0.000000       	0.615205       	0.000000       	0.000000       	0.000000       	0.120152       	0.098204       	0.158551       	0.200048       	0.247687       	0.261172       	0.259802       	0.191244       	0.128441       
RenoT0Control	2006-04-23	0.000000       	0.000000       	0.000000       	0.000000       	0.474508       	0.000000       	0.000000       	0.000000       	0.113666       	0.097700       	0.157808       	0.199446       	0.247326       	0.261046       	0.259760       	0.191241       	0.128440       
RenoT0Control	2006-04-24	0.000000       	0.000000       	0.600000       	0.000000       	0.395793       	0.000000       	0.000000       	0.000000       	0.120713       	0.097209       	0.157082       	0.198851       	0.246968       	0.260920       	0.259717       	0.191238       	0.128440       
RenoT0Control	2006-04-25	0.000000       	0.000000       	0.000000       	0.000000       	0.477751       	0.000000       	0.000000       	0.000000       	0.114080       	0.096731       	0.156371       	0.198264       	0.246612       	0.260794       	0.259675       	0.191235       	0.128439       
RenoT0Control	2006-04-26	0.000000       	0.000000       	1.600000       	0.000000       	0.396229       	0.000000       	0.000000       	0.000000       	0.141038       	0.096265       	0.155674       	0.197685       	0.246258       	0.260669       	0.259633       	0.191232       	0.128439       
