SIM CODE  	DATE      	IRRIGATION     	RUNOFF         	INFILTRATION   	DRAINAGE       	SOIL EVAP      	RES EVAP       	SNOW SUB       	TRANSPIRATION  	SMC            	SMC            	SMC            	SMC            	SMC            	SMC            	SMC            	SMC            	SMC            
-         	-         	-              	-              	-              	-              	-              	-              	-              	-              	LAYER 1        	LAYER 2        	LAYER 3        	LAYER 4        	LAYER 5        	LAYER 6        	LAYER 7        	LAYER 8        	LAYER 9        
-         	YYYY-MM-DD	mm/day         	mm/day         	mm/day         	mm/day         	mm/day         	mm/day         	mm/day         	mm/day         	m3/m3          	m3/m3          	m3/m3          	m3/m3          	m3/m3          	m3/m3          	m3/m3          	m3/m3          	m3/m3          
RenoT0Control	2007-04-14	0.000000       	0.000000       	0.000000       	0.000000       	0.599252       	0.000000       	0.000000       	0.000000       	0.095059       	0.148298       	0.211762       	0.231757       	0.263373       	0.266167       	0.261424       	0.126797       	0.122040       
RenoT0Control	2007-04-15	0.000000       	0.000000       	0.000000       	0.000000       	0.550379       	0.000000       	0.000000       	0.000000       	0.093030       	0.144604       	0.209024       	0.230601       	0.262902       	0.266030       	0.261381       	0.126797       	0.122039       
RenoT0Control	2007-04-16	0.000000       	0.000000       	0.000000       	0.000000       	0.509965       	0.000000       	0.000000       	0.000000       	0.091213       	0.141319       	0.206439       	0.229471       	0.262435       	0.265894       	0.261337       	0.126796       	0.122039       
RenoT0Control	2007-04-17	0.000000       	0.000000       	0.000000       	0.000000       	0.475914       	0.000000       	0.000000       	0.000000       	0.089572       	0.138369       	0.203994       	0.228364       	0.261972       	0.265758       	0.261294       	0.126796       	0.122039       
RenoT0Control	2007-04-18	0.000000       	0.000000       	0.000000       	0.000000       	0.446780       	0.000000       	0.000000       	0.000000       	0.088079       	0.135696       	0.201675       	0.227281       	0.261512       	0.265622       	0.261251       	0.126796       	0.122038       
RenoT0Control	2007-04-19	0.000000       	0.000000       	0.000000       	0.000000       	0.421533       	0.000000       	0.000000       	0.000000       	0.086710       	0.133259       	0.199471       	0.226220       	0.261056       	0.265486       	0.261208       	0.126795       	0.122038       
RenoT0Control	2007-04-20	0.000000       	0.000000       	0.000000       	0.000000       	0.399414       	0.000000       	0.000000       	0.000000       	0.085450       	0.131021       	0.197372       	0.225181       	0.260603       	0.265351       	0.261165       	0.126795       	0.122038       
RenoT0Control	2007-04-21	0.000000       	0.000000       	0.000000       	0.000000       	0.379854       	0.000000       	0.000000       	0.000000       	0.084282       	0.128956       	0.195370       	0.224163       	0.260153       	0.265216       	0.261122       	0.126794       	0.122037       
RenoT0Control	2007-04-22	0.000000       	0.000000       	0.000000       	0.000000       	0.362417       	0.000000       	0.000000       	0.000000       	0.083197       	0.127041       	0.193457       	0.223165       	0.259707       	0.265081       	0.261079       	0.126794       	0.122037       
RenoT0Control	2007-04-23	0.000000       	0.000000       	0.000000       	0.000000       	0.346761       	0.000000       	0.000000       	0.000000       	0.082184       	0.125258       	0.191627       	0.222186       	0.259264       	0.264947       	0.261036       	0.126793       	0.122036       
RenoT0Control	2007-04-24	0.000000       	0.000000       	0.000000       	0.000000       	0.332616       	0.000000       	0.000000       	0.000000       	0.081235       	0.123591       	0.189873       	0.221226       	0.258825       	0.264813       	0.260993       	0.126793       	0.122036       
RenoT0Control	2007-04-25	0.000000       	0.000000       	0.000000       	0.000000       	0.319765       	0.000000       	0.000000       	0.000000       	0.080343       	0.122029       	0.188190       	0.220284       	0.258388       	0.264679       	0.260950       	0.126792       	0.122036       
RenoT0Control	2007-04-26	0.000000       	0.000000       	0.000000       	0.000000       	0.308031       	0.000000       	0.000000       	0.000000       	0.079502       	0.120559       	0.186572       	0.219360       	0.257955       	0.264545       	0.260907       	0.126792       	0.122035       
RenoT0Control	2007-04-27	0.000000       	0.000000       	0.000000       	0.000000       	0.297269       	0.000000       	0.000000       	0.000000       	0.078708       	0.119172       	0.185017       	0.218453       	0.257525       	0.264412       	0.260864       	0.126791       	0.122035       
RenoT0Control	2007-04-28	0.000000       	0.000000       	0.000000       	0.000000       	0.287357       	0.000000       	0.000000       	0.000000       	0.077955       	0.117861       	0.183519       	0.217562       	0.257098       	0.264279       	0.260821       	0.126791       	0.122035       
RenoT0Control	2007-04-29	0.000000       	0.000000       	0.000000       	0.000000       	0.278195       	0.000000       	0.000000       	0.000000       	0.077241       	0.116618       	0.182074       	0.216687       	0.256674       	0.264146       	0.260778       	0.126790       	0.122034       
RenoT0Control	2007-04-30	0.000000       	0.000000       	0.000000       	0.000000       	0.269696       	0.000000       	0.000000       	0.000000       	0.076562       	0.115437       	0.180681       	0.215828       	0.256253       	0.264014       	0.260736       	0.126790       	0.122034       
RenoT0Control	2007-05-01	0.000000       	0.000000       	0.000000       	0.000000       	0.261789       	0.000000       	0.000000       	0.000000       	0.075915       	0.114314       	0.179334       	0.214983       	0.255835       	0.263882       	0.260693       	0.126789       	0.122034       
RenoT0Control	2007-05-02	0.000000       	0.000000       	20.800000      	0.000000       	0.254411       	0.000000       	0.000000       	0.000000       	0.242039       	0.242039       	0.242039       	0.268415       	0.256517       	0.263750       	0.260650       	0.126789       	0.122033       
RenoT0Control	2007-05-03	0.000000       	0.000000       	2.600000       	0.000000       	2.622303       	0.000000       	0.000000       	0.000000       	0.241593       	0.242039       	0.242039       	0.242039       	0.267273       	0.266182       	0.260650       	0.126789       	0.122033       
RenoT0Control	2007-05-04	0.000000       	13.746058      	30.653942      	0.000000       	0.682345       	0.000000       	0.000000       	0.000000       	0.242039       	0.261651       	0.264980       	0.253032       	0.278955       	0.313718       	0.317783       	0.176407       	0.122033       
RenoT0Control	2007-05-05	0.000000       	0.000000       	0.400000       	0.000000       	2.922638       	0.000000       	0.000000       	0.000000       	0.191586       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.287898       	0.248742       	0.122033       
RenoT0Control	2007-05-06	0.000000       	0.000000       	2.200000       	0.000000       	3.976622       	0.000000       	0.000000       	0.000000       	0.179123       	0.218970       	0.242039       	0.242039       	0.267273       	0.267273       	0.261771       	0.261771       	0.135131       
RenoT0Control	2007-05-07	0.000000       	0.000000       	0.000000       	0.000000       	3.553230       	0.000000       	0.000000       	0.000000       	0.137410       	0.197452       	0.237109       	0.240641       	0.266771       	0.267133       	0.261728       	0.261759       	0.135131       
RenoT0Control	2007-05-08	0.000000       	0.000000       	0.000000       	0.000000       	1.662651       	0.000000       	0.000000       	0.000000       	0.125115       	0.183859       	0.232603       	0.239278       	0.266274       	0.266994       	0.261684       	0.261747       	0.135130       
RenoT0Control	2007-05-09	0.000000       	0.000000       	0.000000       	0.000000       	1.235481       	0.000000       	0.000000       	0.000000       	0.117236       	0.173988       	0.228462       	0.237949       	0.265781       	0.266856       	0.261641       	0.261735       	0.135130       
RenoT0Control	2007-05-10	0.000000       	0.000000       	0.000000       	0.000000       	1.002698       	0.000000       	0.000000       	0.000000       	0.111478       	0.166296       	0.224634       	0.236652       	0.265292       	0.266717       	0.261597       	0.261723       	0.135129       
RenoT0Control	2007-05-11	0.000000       	0.000000       	0.000000       	0.000000       	0.852747       	0.000000       	0.000000       	0.000000       	0.106974       	0.160036       	0.221081       	0.235385       	0.264806       	0.266579       	0.261554       	0.261711       	0.135129       
RenoT0Control	2007-05-12	0.000000       	0.000000       	0.000000       	0.000000       	0.746922       	0.000000       	0.000000       	0.000000       	0.103300       	0.154784       	0.217769       	0.234148       	0.264325       	0.266442       	0.261511       	0.261699       	0.135128       
RenoT0Control	2007-05-13	0.000000       	0.000000       	0.000000       	0.000000       	0.667694       	0.000000       	0.000000       	0.000000       	0.100212       	0.150280       	0.214670       	0.232939       	0.263847       	0.266304       	0.261467       	0.261687       	0.135128       
RenoT0Control	2007-05-14	0.000000       	0.000000       	0.000000       	0.000000       	0.605854       	0.000000       	0.000000       	0.000000       	0.097560       	0.146351       	0.211762       	0.231757       	0.263373       	0.266167       	0.261424       	0.261675       	0.135127       
RenoT0Control	2007-05-15	0.000000       	0.000000       	0.000000       	0.000000       	0.556063       	0.000000       	0.000000       	0.000000       	0.095244       	0.142877       	0.209024       	0.230601       	0.262902       	0.266030       	0.261381       	0.261663       	0.135126       
RenoT0Control	2007-05-16	0.000000       	0.000000       	0.000000       	0.000000       	0.514993       	0.000000       	0.000000       	0.000000       	0.093195       	0.139771       	0.206439       	0.229471       	0.262435       	0.265894       	0.261337       	0.261651       	0.135126       
RenoT0Control	2007-05-17	0.000000       	0.000000       	0.000000       	0.000000       	0.480458       	0.000000       	0.000000       	0.000000       	0.091362       	0.136969       	0.203994       	0.228364       	0.261972       	0.265758       	0.261294       	0.261638       	0.135125       
RenoT0Control	2007-05-18	0.000000       	0.000000       	0.000000       	0.000000       	0.450959       	0.000000       	0.000000       	0.000000       	0.089707       	0.134422       	0.201675       	0.227281       	0.261512       	0.265622       	0.261251       	0.261626       	0.135125       
RenoT0Control	2007-05-19	0.000000       	0.000000       	0.000000       	0.000000       	0.425428       	0.000000       	0.000000       	0.000000       	0.088201       	0.132090       	0.199471       	0.226220       	0.261056       	0.265486       	0.261208       	0.261614       	0.135124       
RenoT0Control	2007-05-20	0.000000       	0.000000       	0.000000       	0.000000       	0.403084       	0.000000       	0.000000       	0.000000       	0.086823       	0.129944       	0.197372       	0.225181       	0.260603       	0.265351       	0.261165       	0.261602       	0.135124       
RenoT0Control	2007-05-21	0.000000       	0.000000       	0.000000       	0.000000       	0.383345       	0.000000       	0.000000       	0.000000       	0.085554       	0.127958       	0.195370       	0.224163       	0.260153       	0.265216       	0.261122       	0.261590       	0.135123       
RenoT0Control	2007-05-22	0.000000       	0.000000       	0.000000       	0.000000       	0.365761       	0.000000       	0.000000       	0.000000       	0.084379       	0.126113       	0.193457       	0.223165       	0.259707       	0.265081       	0.261079       	0.261578       	0.135122       
RenoT0Control	2007-05-23	0.000000       	0.000000       	0.000000       	0.000000       	0.349984       	0.000000       	0.000000       	0.000000       	0.083287       	0.124392       	0.191627       	0.222186       	0.259264       	0.264947       	0.261036       	0.261566       	0.135122       
RenoT0Control	2007-05-24	0.000000       	0.000000       	0.000000       	0.000000       	0.335739       	0.000000       	0.000000       	0.000000       	0.082268       	0.122780       	0.189873       	0.221226       	0.258825       	0.264813       	0.260993       	0.261554       	0.135121       
RenoT0Control	2007-05-25	0.000000       	0.000000       	1.400000       	0.000000       	0.322803       	0.000000       	0.000000       	0.000000       	0.109314       	0.121265       	0.188190       	0.220284       	0.258388       	0.264679       	0.260950       	0.261542       	0.135121       
RenoT0Control	2007-05-26	0.000000       	0.000000       	4.800000       	0.000000       	0.470632       	0.000000       	0.000000       	0.000000       	0.201224       	0.119839       	0.186572       	0.219360       	0.257955       	0.264545       	0.260907       	0.261530       	0.135120       
RenoT0Control	2007-05-27	0.000000       	0.000000       	6.000000       	0.000000       	3.021800       	0.000000       	0.000000       	0.000000       	0.242039       	0.138588       	0.186572       	0.219360       	0.257955       	0.264545       	0.260907       	0.261530       	0.135120       
RenoT0Control	2007-05-28	0.000000       	0.000000       	2.600000       	0.000000       	1.941937       	0.000000       	0.000000       	0.000000       	0.242039       	0.151750       	0.186572       	0.219360       	0.257955       	0.264545       	0.260907       	0.261530       	0.135120       
RenoT0Control	2007-05-29	40.000000      	2.841473       	37.158527      	0.000000       	3.573598       	0.000000       	0.000000       	0.000000       	0.242039       	0.259698       	0.289812       	0.304595       	0.285771       	0.305955       	0.300884       	0.273287       	0.142592       
RenoT0Control	2007-05-30	0.000000       	0.000000       	0.000000       	0.000000       	4.367599       	0.000000       	0.000000       	0.000000       	0.154687       	0.242039       	0.242039       	0.253293       	0.268375       	0.277237       	0.291050       	0.287531       	0.190424       
RenoT0Control	2007-05-31	0.000000       	0.000000       	3.400000       	0.569841       	2.511109       	0.000000       	0.000000       	0.000000       	0.201337       	0.213167       	0.242039       	0.242039       	0.267273       	0.267273       	0.261771       	0.272565       	0.240165       
RenoT0Control	2007-06-01	0.000000       	0.000000       	11.800000      	2.936093       	2.642691       	0.000000       	0.000000       	0.000000       	0.242039       	0.242039       	0.242039       	0.315684       	0.284657       	0.269852       	0.261771       	0.261771       	0.236279       
RenoT0Control	2007-06-02	0.000000       	0.000591       	10.199409      	2.984521       	2.975023       	0.000000       	0.000000       	0.000000       	0.242039       	0.267570       	0.279692       	0.280602       	0.268926       	0.269412       	0.264369       	0.263615       	0.254097       
RenoT0Control	2007-06-03	0.000000       	0.000000       	0.200000       	4.081298       	3.620512       	0.000000       	0.000000       	0.000000       	0.173629       	0.242039       	0.242039       	0.253390       	0.268615       	0.268688       	0.262520       	0.262566       	0.259705       
RenoT0Control	2007-06-04	0.000000       	5.876380       	28.823620      	3.718150       	3.878385       	0.000000       	0.000000       	0.000000       	0.242039       	0.255574       	0.281147       	0.302077       	0.319248       	0.326492       	0.277068       	0.266569       	0.250635       
RenoT0Control	2007-06-05	0.000000       	0.000000       	2.400000       	4.200801       	3.393496       	0.000000       	0.000000       	0.000000       	0.222169       	0.242039       	0.242039       	0.246464       	0.268363       	0.290350       	0.293603       	0.279685       	0.270558       
RenoT0Control	2007-06-06	0.000000       	0.237067       	14.362933      	6.508680       	3.166588       	0.000000       	0.000000       	0.000000       	0.242039       	0.270314       	0.290759       	0.290829       	0.269875       	0.269856       	0.273545       	0.281508       	0.286415       
RenoT0Control	2007-06-07	0.000000       	1.697710       	18.102290      	8.158197       	2.635536       	0.000000       	0.000000       	0.000000       	0.242039       	0.264791       	0.291386       	0.305974       	0.304528       	0.301465       	0.274414       	0.276352       	0.291551       
RenoT0Control	2007-06-08	0.000000       	0.000000       	0.000000       	8.629437       	4.815139       	0.000000       	0.000000       	0.000000       	0.145736       	0.242039       	0.242039       	0.253781       	0.268218       	0.287850       	0.283891       	0.278609       	0.292705       
RenoT0Control	2007-06-09	0.000000       	0.000000       	0.000000       	8.908793       	2.879128       	0.000000       	0.000000       	0.000000       	0.129542       	0.208624       	0.237109       	0.242039       	0.267273       	0.267273       	0.261771       	0.267430       	0.294396       
RenoT0Control	2007-06-10	0.000000       	0.000000       	6.200000       	8.895937       	1.704958       	0.000000       	0.000000       	0.000000       	0.242039       	0.193458       	0.232603       	0.240641       	0.266771       	0.267133       	0.261728       	0.261771       	0.255558       
RenoT0Control	2007-06-11	0.000000       	0.000000       	4.600000       	3.752611       	4.455308       	0.000000       	0.000000       	0.004461       	0.242039       	0.196313       	0.232588       	0.240628       	0.266761       	0.267133       	0.261728       	0.261771       	0.236795       
RenoT0Control	2007-06-12	0.000000       	0.000000       	0.000000       	2.501037       	4.941896       	0.000000       	0.000000       	0.010088       	0.143153       	0.196273       	0.232552       	0.240597       	0.266737       	0.267133       	0.261728       	0.261771       	0.224289       
RenoT0Control	2007-06-13	0.000000       	0.000000       	6.400000       	1.858495       	1.753900       	0.000000       	0.000000       	0.018092       	0.242039       	0.197168       	0.228354       	0.239180       	0.266194       	0.266993       	0.261684       	0.261759       	0.214993       
RenoT0Control	2007-06-14	0.000000       	0.000000       	0.000000       	1.568856       	3.491708       	0.000000       	0.000000       	0.029462       	0.172067       	0.197056       	0.228253       	0.239092       	0.266124       	0.266987       	0.261684       	0.261759       	0.207149       
RenoT0Control	2007-06-15	0.000000       	0.000000       	5.200000       	0.090221       	2.733943       	0.000000       	0.000000       	0.036706       	0.241288       	0.183487       	0.224323       	0.237659       	0.265544       	0.266836       	0.261641       	0.261747       	0.206694       
RenoT0Control	2007-06-16	0.000000       	0.000000       	0.000000       	0.000000       	4.780782       	0.000000       	0.000000       	0.077295       	0.145320       	0.183203       	0.224065       	0.237435       	0.265364       	0.266802       	0.261641       	0.261747       	0.206694       
RenoT0Control	2007-06-17	0.000000       	0.000000       	1.200000       	0.000000       	1.586940       	0.000000       	0.000000       	0.075905       	0.153202       	0.173272       	0.220307       	0.235926       	0.264695       	0.266618       	0.261597       	0.261735       	0.206690       
RenoT0Control	2007-06-18	0.000000       	0.000000       	0.000000       	0.000000       	1.690676       	0.000000       	0.000000       	0.046121       	0.132724       	0.165597       	0.216893       	0.234535       	0.264099       	0.266443       	0.261554       	0.261723       	0.206686       
RenoT0Control	2007-06-19	0.000000       	0.000000       	0.000000       	0.000000       	1.098082       	0.000000       	0.000000       	0.152640       	0.121942       	0.159000       	0.213368       	0.232880       	0.263266       	0.266167       	0.261511       	0.261711       	0.206682       
RenoT0Control	2007-06-20	0.000000       	0.000000       	0.000000       	0.000000       	0.860517       	0.000000       	0.000000       	0.183527       	0.114543       	0.153350       	0.209957       	0.231173       	0.262366       	0.265829       	0.261467       	0.261699       	0.206679       
RenoT0Control	2007-06-21	0.000000       	0.000000       	0.000000       	0.000000       	0.717363       	0.000000       	0.000000       	0.232935       	0.108852       	0.148333       	0.206590       	0.229367       	0.261362       	0.265388       	0.261424       	0.261687       	0.206675       
RenoT0Control	2007-06-22	0.000000       	0.000000       	0.000000       	0.000000       	0.616188       	0.000000       	0.000000       	0.302367       	0.104141       	0.143726       	0.203198       	0.227413       	0.260215       	0.264800       	0.261381       	0.261675       	0.206671       
RenoT0Control	2007-06-23	0.000000       	0.000000       	0.000000       	0.000000       	0.539407       	0.000000       	0.000000       	0.362114       	0.100122       	0.139456       	0.199805       	0.225342       	0.258946       	0.264052       	0.261335       	0.261663       	0.206667       
RenoT0Control	2007-06-24	0.000000       	0.000000       	0.000000       	0.000000       	0.480880       	0.000000       	0.000000       	0.370541       	0.096794       	0.135604       	0.196544       	0.223282       	0.257660       	0.263287       	0.261245       	0.261651       	0.206664       
RenoT0Control	2007-06-25	0.000000       	0.000000       	0.000000       	0.000000       	0.430324       	0.000000       	0.000000       	0.476403       	0.093705       	0.131807       	0.193135       	0.220994       	0.256165       	0.262360       	0.261084       	0.261638       	0.206660       
RenoT0Control	2007-06-26	0.000000       	0.000000       	0.000000       	0.000000       	0.385796       	0.000000       	0.000000       	0.586628       	0.090807       	0.128029       	0.189570       	0.218477       	0.254458       	0.261268       	0.260826       	0.261626       	0.206656       
RenoT0Control	2007-06-27	0.000000       	0.000000       	0.000000       	0.000000       	0.347957       	0.000000       	0.000000       	0.646914       	0.088255       	0.124400       	0.185981       	0.215849       	0.252634       	0.260083       	0.260472       	0.261614       	0.206652       
RenoT0Control	2007-06-28	0.000000       	0.000000       	0.000000       	0.000000       	0.313886       	0.000000       	0.000000       	0.760166       	0.085887       	0.120753       	0.182224       	0.212992       	0.250597       	0.258731       	0.259969       	0.261602       	0.206649       
RenoT0Control	2007-06-29	0.000000       	0.000000       	0.000000       	0.000000       	0.283942       	0.000000       	0.000000       	0.847588       	0.083820       	0.117164       	0.178367       	0.209966       	0.248394       	0.257248       	0.259305       	0.261590       	0.206645       
RenoT0Control	2007-06-30	0.000000       	0.000000       	0.000000       	0.000000       	0.257210       	0.000000       	0.000000       	0.947341       	0.082026       	0.113600       	0.174375       	0.206744       	0.246003       	0.255616       	0.258453       	0.261578       	0.206641       
RenoT0Control	2007-07-01	0.000000       	0.000000       	1.600000       	0.000000       	0.235194       	0.000000       	0.000000       	0.973930       	0.112809       	0.110290       	0.170423       	0.203480       	0.243547       	0.253927       	0.257431       	0.261566       	0.206637       
RenoT0Control	2007-07-02	0.000000       	0.000000       	0.400000       	0.000000       	0.381358       	0.000000       	0.000000       	1.231929       	0.113636       	0.107019       	0.166305       	0.199995       	0.240883       	0.252072       	0.256260       	0.261445       	0.206634       
RenoT0Control	2007-07-03	0.000000       	0.000000       	0.000000       	0.000000       	0.380955       	0.000000       	0.000000       	1.116309       	0.106722       	0.104506       	0.162619       	0.196808       	0.238426       	0.250362       	0.255180       	0.261201       	0.206630       
RenoT0Control	2007-07-04	0.000000       	0.000000       	0.000000       	0.000000       	0.284795       	0.000000       	0.000000       	1.956941       	0.099147       	0.100056       	0.157081       	0.191949       	0.234593       	0.247619       	0.253431       	0.260639       	0.206626       
RenoT0Control	2007-07-05	0.000000       	0.000000       	0.000000       	0.000000       	0.226643       	0.000000       	0.000000       	1.874084       	0.093280       	0.096240       	0.151844       	0.187271       	0.230869       	0.244945       	0.251724       	0.259946       	0.206622       
RenoT0Control	2007-07-06	0.000000       	0.000000       	0.000000       	0.000000       	0.188222       	0.000000       	0.000000       	1.797588       	0.088710       	0.092966       	0.146878       	0.182762       	0.227249       	0.242336       	0.250055       	0.259133       	0.206619       
RenoT0Control	2007-07-07	0.000000       	0.000000       	0.000000       	0.000000       	0.158005       	0.000000       	0.000000       	1.920599       	0.084635       	0.089677       	0.141732       	0.178036       	0.223425       	0.239565       	0.248280       	0.258163       	0.206578       
RenoT0Control	2007-07-08	0.000000       	0.000000       	0.000000       	0.000000       	0.140801       	0.000000       	0.000000       	1.560989       	0.082347       	0.087633       	0.137472       	0.174014       	0.220138       	0.237182       	0.246751       	0.257327       	0.206421       
RenoT0Control	2007-07-09	0.000000       	0.000000       	1.400000       	0.000000       	0.131745       	0.000000       	0.000000       	1.223799       	0.109465       	0.086666       	0.134050       	0.170665       	0.217366       	0.235172       	0.245462       	0.256623       	0.206183       
RenoT0Control	2007-07-10	0.000000       	0.000000       	0.000000       	0.000000       	0.251930       	0.000000       	0.000000       	1.573585       	0.102409       	0.085339       	0.130317       	0.167004       	0.214322       	0.232953       	0.244036       	0.255842       	0.205837       
RenoT0Control	2007-07-11	0.000000       	0.000000       	0.000000       	0.000000       	0.193722       	0.000000       	0.000000       	1.748989       	0.096297       	0.083699       	0.126271       	0.163020       	0.210997       	0.230517       	0.242467       	0.254983       	0.205378       
RenoT0Control	2007-07-12	0.000000       	0.000000       	0.000000       	0.000000       	0.155010       	0.000000       	0.000000       	1.784805       	0.091170       	0.082133       	0.122187       	0.158940       	0.207567       	0.227994       	0.240840       	0.254091       	0.204890       
RenoT0Control	2007-07-13	0.000000       	0.000000       	0.000000       	0.000000       	0.127330       	0.000000       	0.000000       	1.844569       	0.086768       	0.080582       	0.118014       	0.154708       	0.203987       	0.225350       	0.239132       	0.253154       	0.204376       
RenoT0Control	2007-07-14	0.000000       	0.000000       	0.000000       	0.000000       	0.107263       	0.000000       	0.000000       	1.864300       	0.083092       	0.079153       	0.113846       	0.150398       	0.200311       	0.222626       	0.237369       	0.252186       	0.203846       
RenoT0Control	2007-07-15	0.000000       	0.000000       	0.000000       	0.000000       	0.091238       	0.000000       	0.000000       	1.971608       	0.079808       	0.077620       	0.109509       	0.145845       	0.196406       	0.219721       	0.235487       	0.251152       	0.203279       
RenoT0Control	2007-07-16	0.000000       	0.000000       	0.000000       	0.000000       	0.079471       	0.000000       	0.000000       	1.950447       	0.077235       	0.076324       	0.105296       	0.141287       	0.192457       	0.216774       	0.233574       	0.250099       	0.202702       
RenoT0Control	2007-07-17	0.000000       	0.000000       	0.000000       	0.000000       	0.070403       	0.000000       	0.000000       	1.955090       	0.075202       	0.075180       	0.101181       	0.136685       	0.188430       	0.213757       	0.231614       	0.249020       	0.202111       
RenoT0Control	2007-07-18	0.000000       	0.000000       	0.000000       	0.000000       	0.062556       	0.000000       	0.000000       	2.045526       	0.073378       	0.073961       	0.097010       	0.131891       	0.184199       	0.210578       	0.229545       	0.247880       	0.201486       
RenoT0Control	2007-07-19	20.000000      	0.000000       	20.000000      	0.000000       	0.056819       	0.000000       	0.000000       	1.985932       	0.242039       	0.242039       	0.154277       	0.127190       	0.179983       	0.207399       	0.227472       	0.246737       	0.200859       
RenoT0Control	2007-07-20	0.000000       	0.000000       	0.000000       	0.000000       	3.149669       	0.000000       	0.000000       	1.781592       	0.173495       	0.237261       	0.150689       	0.124557       	0.177388       	0.205392       	0.226146       	0.246000       	0.200452       
RenoT0Control	2007-07-21	0.000000       	0.000000       	0.000000       	0.000000       	3.003143       	0.000000       	0.000000       	1.858868       	0.136829       	0.204352       	0.146397       	0.121732       	0.174569       	0.203228       	0.224722       	0.245212       	0.200019       
RenoT0Control	2007-07-22	0.000000       	0.000000       	0.000000       	0.000000       	1.245801       	0.000000       	0.000000       	2.001183       	0.121517       	0.184897       	0.141827       	0.118634       	0.171484       	0.200857       	0.223162       	0.244348       	0.199545       
RenoT0Control	2007-07-23	0.000000       	0.000000       	0.000000       	0.000000       	0.774099       	0.000000       	0.000000       	1.819851       	0.111416       	0.171008       	0.137691       	0.115892       	0.168626       	0.198645       	0.221701       	0.243537       	0.199100       
RenoT0Control	2007-07-24	0.000000       	0.000000       	0.000000       	0.000000       	0.520893       	0.000000       	0.000000       	2.102096       	0.103025       	0.159276       	0.132986       	0.112638       	0.165302       	0.196076       	0.220007       	0.242598       	0.198584       
RenoT0Control	2007-07-25	0.000000       	0.000000       	0.000000       	0.000000       	0.378484       	0.000000       	0.000000       	1.916086       	0.096742       	0.149711       	0.128723       	0.109760       	0.162204       	0.193664       	0.218410       	0.241711       	0.198097       
RenoT0Control	2007-07-26	0.000000       	0.000000       	0.000000       	0.000000       	0.283044       	0.000000       	0.000000       	1.986798       	0.091406       	0.141136       	0.124345       	0.106776       	0.158949       	0.191122       	0.216727       	0.240776       	0.197583       
RenoT0Control	2007-07-27	0.000000       	0.000000       	0.000000       	0.000000       	0.217451       	0.000000       	0.000000       	1.981092       	0.087021       	0.133410       	0.120018       	0.103835       	0.155645       	0.188531       	0.215007       	0.239820       	0.197058       
RenoT0Control	2007-07-28	0.000000       	0.000000       	0.000000       	0.000000       	0.168879       	0.000000       	0.000000       	2.063841       	0.083193       	0.126117       	0.115556       	0.100780       	0.152157       	0.185789       	0.213187       	0.238808       	0.196502       
RenoT0Control	2007-07-29	0.000000       	0.000000       	0.000000       	0.000000       	0.132621       	0.000000       	0.000000       	2.116797       	0.079931       	0.119202       	0.111033       	0.097677       	0.148525       	0.182923       	0.211282       	0.237748       	0.195919       
RenoT0Control	2007-07-30	0.000000       	0.000000       	0.000000       	0.000000       	0.101371       	0.000000       	0.000000       	2.445400       	0.076395       	0.111916       	0.105869       	0.094027       	0.144331       	0.179623       	0.209092       	0.236531       	0.195250       
RenoT0Control	2007-07-31	40.000000      	0.000000       	40.800000      	0.000000       	0.089468       	0.000000       	0.000000       	1.537927       	0.242039       	0.242039       	0.257929       	0.271611       	0.231739       	0.177235       	0.207485       	0.235632       	0.194755       
RenoT0Control	2007-08-01	0.000000       	0.000000       	0.000000       	0.000000       	2.954666       	0.000000       	0.000000       	1.769422       	0.177654       	0.237485       	0.242039       	0.242039       	0.248141       	0.175429       	0.206249       	0.234935       	0.194370       
RenoT0Control	2007-08-02	0.000000       	0.000000       	3.200000       	0.000000       	2.167706       	0.000000       	0.000000       	1.300544       	0.201427       	0.227357       	0.239088       	0.239499       	0.246136       	0.174125       	0.205334       	0.234413       	0.194081       
RenoT0Control	2007-08-03	0.000000       	0.000000       	0.000000       	0.000000       	3.134768       	0.000000       	0.000000       	1.883729       	0.133499       	0.222274       	0.234892       	0.235886       	0.243272       	0.172188       	0.204008       	0.233666       	0.193668       
RenoT0Control	2007-08-04	0.000000       	0.000000       	0.000000       	0.000000       	1.790023       	0.000000       	0.000000       	1.890132       	0.119809       	0.196496       	0.226584       	0.230999       	0.240002       	0.170171       	0.202625       	0.232887       	0.193238       
RenoT0Control	2007-08-05	0.000000       	0.000000       	0.000000       	0.000000       	1.119860       	0.000000       	0.000000       	1.909990       	0.110209       	0.179649       	0.218776       	0.226121       	0.236670       	0.168101       	0.201204       	0.232085       	0.192796       
RenoT0Control	2007-08-06	0.000000       	0.000000       	0.000000       	0.000000       	0.797450       	0.000000       	0.000000       	1.909007       	0.102847       	0.166857       	0.211411       	0.221283       	0.233307       	0.166000       	0.199758       	0.231269       	0.192347       
RenoT0Control	2007-08-07	0.000000       	0.000000       	1.200000       	0.000000       	0.636672       	0.000000       	0.000000       	1.243064       	0.122652       	0.157799       	0.205775       	0.217698       	0.230900       	0.164606       	0.198762       	0.230700       	0.192032       
