SIM CODE  	DATE      	ORG SOIL N     	PROF SOIL NO3  	PROF SOIL NH4  	MINERALIZATION 	IMMOBILIZATION 	NET MINERALIZ  	NH4 NITRIFICAT 	N2O FROM NITRIF	NH4 VOLATILIZ  	NO3 DENITRIF   	N2O FROM DENIT 	NO3 LEACHING   	NH4 LEACHING   
-         	YYYY-MM-DD	kg N/ha        	kg N/ha        	kg N/ha        	kg N/ha        	kg N/ha        	kg N/ha        	kg N/ha        	kg N/ha        	kg N/ha        	kg N/ha        	kg N/ha        	kg N/ha        	kg N/ha        
RenoT0Control	2006-01-01	5023.758857    	9.065114       	8.950788       	0.016703       	0.000000       	0.016703       	0.065114       	0.000163       	0.000639       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-02	5023.737188    	9.140373       	8.895773       	0.021669       	0.000000       	0.021669       	0.075259       	0.000188       	0.001236       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-03	5023.708298    	9.233123       	8.830241       	0.028890       	0.000000       	0.028890       	0.092750       	0.000232       	0.001441       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-04	5023.684068    	9.315171       	8.771178       	0.024230       	0.000000       	0.024230       	0.082047       	0.000205       	0.001040       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-05	5023.660362    	9.394809       	8.713998       	0.023706       	0.000000       	0.023706       	0.079639       	0.000199       	0.001049       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-06	5023.634855    	9.478288       	8.654410       	0.025507       	0.000000       	0.025507       	0.083479       	0.000209       	0.001407       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-07	5023.609511    	9.561086       	8.595475       	0.025344       	0.000000       	0.025344       	0.082798       	0.000207       	0.001274       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-08	5023.583657    	9.644633       	8.536542       	0.025854       	0.000000       	0.025854       	0.083547       	0.000209       	0.001030       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-09	5023.563904    	9.712601       	8.487135       	0.019753       	0.000000       	0.019753       	0.067967       	0.000170       	0.001023       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-10	5023.544888    	9.777087       	8.440630       	0.019016       	0.000000       	0.019016       	0.064486       	0.000161       	0.000874       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-11	5023.524785    	9.843622       	8.392868       	0.020103       	0.000000       	0.020103       	0.066535       	0.000166       	0.001164       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-12	5023.506147    	9.906003       	8.347971       	0.018638       	0.000000       	0.018638       	0.062380       	0.000156       	0.000999       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-13	5023.487203    	9.968425       	8.303249       	0.018943       	0.000000       	0.018943       	0.062423       	0.000156       	0.001087       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-14	5023.471084    	10.022721      	8.264113       	0.016119       	0.000000       	0.016119       	0.054296       	0.000136       	0.000823       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-15	5023.460813    	10.062659      	8.233696       	0.010271       	0.000000       	0.010271       	0.039938       	0.000100       	0.000651       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-16	5023.448422    	10.105763      	8.202421       	0.012391       	0.000000       	0.012391       	0.043104       	0.000108       	0.000453       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-17	5023.437927    	10.144069      	8.173853       	0.010495       	0.000000       	0.010495       	0.038306       	0.000096       	0.000662       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-18	5023.422494    	10.194239      	8.137380       	0.015433       	0.000000       	0.015433       	0.050171       	0.000125       	0.001610       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-19	5023.405538    	10.248926      	8.097822       	0.016955       	0.000000       	0.016955       	0.054687       	0.000137       	0.001689       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-20	5023.386517    	10.309113      	8.055356       	0.019021       	0.000000       	0.019021       	0.060186       	0.000150       	0.001150       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-21	5023.363942    	10.379258      	8.005580       	0.022576       	0.000000       	0.022576       	0.070146       	0.000175       	0.002031       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-22	5023.333115    	10.472575      	7.938029       	0.030826       	0.000000       	0.030826       	0.093317       	0.000233       	0.004827       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-23	5023.314016    	10.533790      	7.893745       	0.019100       	0.000000       	0.019100       	0.061215       	0.000153       	0.002016       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-24	5023.299561    	10.580561      	7.859717       	0.014455       	0.000000       	0.014455       	0.046771       	0.000117       	0.001595       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-25	5023.288282    	10.618886      	7.831798       	0.011279       	0.000000       	0.011279       	0.038325       	0.000096       	0.000778       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-26	5023.279893    	10.647663      	7.810392       	0.008389       	0.000000       	0.008389       	0.028778       	0.000072       	0.000944       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-27	5023.271722    	10.676644      	7.788502       	0.008172       	0.000000       	0.008172       	0.028981       	0.000072       	0.001008       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-28	5023.262293    	10.708260      	7.765104       	0.009429       	0.000000       	0.009429       	0.031616       	0.000079       	0.001133       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-29	5023.247721    	10.749520      	7.737653       	0.014572       	0.000000       	0.014572       	0.041266       	0.000103       	0.000653       	0.000007       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-01-30	5023.227694    	10.801746      	7.704500       	0.020027       	0.000000       	0.020027       	0.052262       	0.000131       	0.000788       	0.000036       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-01-31	5023.198266    	10.874820      	7.659889       	0.029428       	0.000000       	0.029428       	0.073082       	0.000183       	0.000774       	0.000008       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-01	5023.162334    	10.962845      	7.606902       	0.035932       	0.000000       	0.035932       	0.088028       	0.000220       	0.000670       	0.000004       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-02	5023.126733    	11.051159      	7.553383       	0.035601       	0.000000       	0.035601       	0.088318       	0.000221       	0.000580       	0.000004       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-03	5023.094516    	11.132571      	7.503490       	0.032217       	0.000000       	0.032217       	0.081416       	0.000204       	0.000491       	0.000004       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-04	5023.060234    	11.217771      	7.451804       	0.034283       	0.000000       	0.034283       	0.085203       	0.000213       	0.000552       	0.000004       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-05	5023.038998    	11.275646      	7.414436       	0.021235       	0.000000       	0.021235       	0.057878       	0.000145       	0.000581       	0.000003       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-06	5023.017364    	11.332407      	7.378448       	0.021634       	0.000000       	0.021634       	0.056764       	0.000142       	0.000717       	0.000003       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-07	5022.999018    	11.381797      	7.346773       	0.018346       	0.000000       	0.018346       	0.049392       	0.000123       	0.000505       	0.000002       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-08	5022.981395    	11.428641      	7.316772       	0.017623       	0.000000       	0.017623       	0.046847       	0.000117       	0.000661       	0.000002       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-09	5022.953196    	11.496706      	7.275184       	0.028200       	0.000000       	0.028200       	0.068067       	0.000170       	0.001549       	0.000003       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-10	5022.925890    	11.564065      	7.233092       	0.027306       	0.000000       	0.027306       	0.067363       	0.000168       	0.001866       	0.000003       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-11	5022.898470    	11.631608      	7.191280       	0.027420       	0.000000       	0.027420       	0.067546       	0.000169       	0.001518       	0.000003       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-12	5022.874350    	11.692428      	7.153538       	0.024120       	0.000000       	0.024120       	0.060824       	0.000152       	0.000887       	0.000003       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-13	5022.848195    	11.757101      	7.113824       	0.026155       	0.000000       	0.026155       	0.064676       	0.000162       	0.001031       	0.000003       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-14	5022.821881    	11.822328      	7.073542       	0.026314       	0.000000       	0.026314       	0.065230       	0.000163       	0.001202       	0.000003       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-15	5022.798139    	11.882003      	7.036182       	0.023742       	0.000000       	0.023742       	0.059678       	0.000149       	0.001276       	0.000003       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-16	5022.770532    	11.949683      	6.993909       	0.027607       	0.000000       	0.027607       	0.067684       	0.000169       	0.002026       	0.000003       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-17	5022.731049    	12.043614      	6.932813       	0.039483       	0.000000       	0.039483       	0.093935       	0.000235       	0.006409       	0.000004       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-18	5022.697523    	12.125586      	6.880476       	0.033526       	0.000000       	0.033526       	0.081976       	0.000205       	0.003683       	0.000004       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-19	5022.670874    	12.188683      	6.843162       	0.026649       	0.000000       	0.026649       	0.063116       	0.000158       	0.000689       	0.000019       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-20	5022.637174    	12.264549      	6.800053       	0.033700       	0.000000       	0.033700       	0.075872       	0.000190       	0.000748       	0.000005       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-21	5022.603797    	12.340023      	6.756863       	0.033377       	0.000000       	0.033377       	0.075480       	0.000189       	0.000898       	0.000006       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-22	5022.570027    	12.415782      	6.713974       	0.033770       	0.000000       	0.033770       	0.075764       	0.000189       	0.000705       	0.000006       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-23	5022.529292    	12.504516      	6.664500       	0.040735       	0.000000       	0.040735       	0.088740       	0.000222       	0.001247       	0.000006       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-24	5022.492740    	12.584581      	6.619563       	0.036552       	0.000000       	0.036552       	0.080082       	0.000200       	0.001207       	0.000017       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-25	5022.457425    	12.661472      	6.576688       	0.035315       	0.000000       	0.035315       	0.076918       	0.000192       	0.001079       	0.000027       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-02-26	5022.421081    	12.740166      	6.533197       	0.036345       	0.000000       	0.036345       	0.078706       	0.000197       	0.000933       	0.000011       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-27	5022.382529    	12.822611      	6.487603       	0.038552       	0.000000       	0.038552       	0.082456       	0.000206       	0.001484       	0.000012       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-28	5022.352065    	12.889758      	6.449473       	0.030464       	0.000000       	0.030464       	0.067158       	0.000168       	0.001267       	0.000011       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-01	5022.321543    	12.955970      	6.412572       	0.030522       	0.000000       	0.030522       	0.066223       	0.000166       	0.001034       	0.000011       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-02	5022.290071    	13.023615      	6.374762       	0.031472       	0.000000       	0.031472       	0.067656       	0.000169       	0.001458       	0.000011       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-03	5022.253958    	13.099651      	6.332982       	0.036113       	0.000000       	0.036113       	0.076047       	0.000190       	0.001656       	0.000011       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-04	5022.213895    	13.183321      	6.287171       	0.040063       	0.000000       	0.040063       	0.083682       	0.000209       	0.001983       	0.000012       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-05	5022.156805    	13.299142      	6.221751       	0.057090       	0.000000       	0.057090       	0.115835       	0.000290       	0.006385       	0.000014       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-06	5022.112888    	13.391472      	6.169654       	0.043917       	0.000000       	0.043917       	0.092344       	0.000231       	0.003439       	0.000014       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-07	5022.071961    	13.477287      	6.121353       	0.040926       	0.000000       	0.040926       	0.085828       	0.000215       	0.003184       	0.000014       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-08	5022.029958    	13.565016      	6.072599       	0.042003       	0.000000       	0.042003       	0.087743       	0.000219       	0.002795       	0.000014       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-09	5021.983775    	13.660625      	6.020072       	0.046183       	0.000000       	0.046183       	0.095624       	0.000239       	0.002847       	0.000014       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-10	5021.925475    	13.779741      	5.949675       	0.058300       	0.000000       	0.058300       	0.119132       	0.000298       	0.009268       	0.000016       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-11	5021.868305    	13.897106      	5.883015       	0.057170       	0.000000       	0.057170       	0.117381       	0.000293       	0.006154       	0.000017       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-12	5021.828797    	13.979898      	5.832307       	0.039508       	0.000000       	0.039508       	0.082807       	0.000207       	0.007203       	0.000016       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-13	5021.787571    	14.064725      	5.785058       	0.041226       	0.000000       	0.041226       	0.084841       	0.000212       	0.003421       	0.000015       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-14	5021.740562    	14.160880      	5.732376       	0.047010       	0.000000       	0.047010       	0.096170       	0.000240       	0.003281       	0.000015       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-15	5021.696533    	14.251138      	5.683755       	0.044029       	0.000000       	0.044029       	0.090274       	0.000226       	0.002150       	0.000015       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-16	5021.649102    	14.347557      	5.632413       	0.047431       	0.000000       	0.047431       	0.096434       	0.000241       	0.002097       	0.000015       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-17	5021.596336    	14.454499      	5.574891       	0.052766       	0.000000       	0.052766       	0.106958       	0.000267       	0.003063       	0.000016       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-18	5021.552488    	14.543482      	5.526939       	0.043848       	0.000000       	0.043848       	0.088999       	0.000222       	0.002578       	0.000016       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-19	5021.496354    	14.655934      	5.467379       	0.056134       	0.000000       	0.056134       	0.112469       	0.000281       	0.002943       	0.000017       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-20	5021.434427    	14.780227      	5.400942       	0.061928       	0.000000       	0.061928       	0.124311       	0.000311       	0.003743       	0.000018       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-21	5021.364527    	14.904265      	5.345047       	0.069900       	0.000000       	0.069900       	0.124057       	0.000310       	0.001428       	0.000019       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-22	5021.280036    	15.051566      	5.279257       	0.084491       	0.000000       	0.084491       	0.147323       	0.000368       	0.002590       	0.000021       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-23	5021.191286    	15.205928      	5.208994       	0.088750       	0.000000       	0.088750       	0.154385       	0.000386       	0.004242       	0.000023       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-24	5021.106998    	15.350206      	5.146470       	0.084288       	0.000000       	0.084288       	0.144302       	0.000361       	0.002149       	0.000024       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-25	5021.017396    	15.501382      	5.082747       	0.089602       	0.000000       	0.089602       	0.151200       	0.000378       	0.001747       	0.000025       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-26	5020.920920    	15.662396      	5.014969       	0.096476       	0.000000       	0.096476       	0.161041       	0.000403       	0.002812       	0.000026       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-27	5020.815408    	15.836571      	4.943371       	0.105511       	0.000000       	0.105511       	0.174202       	0.000436       	0.002471       	0.000028       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-28	5020.704349    	16.018510      	4.865817       	0.111059       	0.000000       	0.111059       	0.181969       	0.000455       	0.006189       	0.000029       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-03-29	5020.585804    	16.210830      	4.784255       	0.118545       	0.000000       	0.118545       	0.192351       	0.000481       	0.007275       	0.000031       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-03-30	5020.474757    	16.390193      	4.711436       	0.111047       	0.000000       	0.111047       	0.179395       	0.000448       	0.004023       	0.000032       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-03-31	5020.347246    	16.593281      	4.628238       	0.127511       	0.000000       	0.127511       	0.203121       	0.000508       	0.007080       	0.000034       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-01	5020.247156    	16.748465      	4.570797       	0.100090       	0.000000       	0.100090       	0.155217       	0.000388       	0.001926       	0.000033       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-02	5020.108340    	16.957141      	4.496525       	0.138816       	0.000000       	0.138816       	0.208710       	0.000522       	0.003856       	0.000034       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-03	5019.979160    	17.150840      	4.421396       	0.129180       	0.000000       	0.129180       	0.193736       	0.000484       	0.010089       	0.000036       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-04	5019.872105    	17.310370      	4.364934       	0.107055       	0.000000       	0.107055       	0.159565       	0.000399       	0.003553       	0.000035       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-05	5019.781567    	17.444536      	4.317745       	0.090537       	0.000000       	0.090537       	0.134199       	0.000335       	0.003193       	0.000032       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-06	5019.662118    	17.617993      	4.256188       	0.119449       	0.000000       	0.119449       	0.173490       	0.000434       	0.007082       	0.000033       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-07	5019.562165    	17.763000      	4.207783       	0.099954       	0.000000       	0.099954       	0.145040       	0.000363       	0.002956       	0.000033       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-08	5019.465846    	17.901217      	4.163104       	0.096319       	0.000000       	0.096319       	0.138249       	0.000346       	0.002403       	0.000032       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-09	5019.366641    	18.042595      	4.117134       	0.099205       	0.000000       	0.099205       	0.141410       	0.000354       	0.003411       	0.000032       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-10	5019.277494    	18.162529      	4.084871       	0.089147       	0.000000       	0.089147       	0.119965       	0.000300       	0.001145       	0.000031       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-11	5019.177056    	18.295376      	4.048571       	0.100438       	0.000000       	0.100438       	0.132878       	0.000332       	0.003528       	0.000031       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-12	5019.076092    	18.427936      	4.013635       	0.100964       	0.000000       	0.100964       	0.132592       	0.000331       	0.002977       	0.000032       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-13	5018.973796    	18.561277      	3.979415       	0.102296       	0.000000       	0.102296       	0.133373       	0.000333       	0.002809       	0.000032       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-14	5018.855225    	18.714788      	3.939569       	0.118571       	0.000000       	0.118571       	0.153545       	0.000384       	0.004488       	0.000034       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-15	5018.741385    	18.861485      	3.902383       	0.113840       	0.000000       	0.113840       	0.146732       	0.000367       	0.003927       	0.000035       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-16	5018.586888    	19.058155      	3.853785       	0.154497       	0.000000       	0.154497       	0.196709       	0.000492       	0.005894       	0.000039       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-17	5018.452237    	19.224361      	3.819329       	0.134651       	0.000000       	0.134651       	0.166247       	0.000416       	0.002444       	0.000041       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-18	5018.306606    	19.402729      	3.782764       	0.145631       	0.000000       	0.145631       	0.178410       	0.000446       	0.003340       	0.000042       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-19	5018.157177    	19.583026      	3.746691       	0.149429       	0.000000       	0.149429       	0.180340       	0.000451       	0.004711       	0.000043       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-20	5017.994316    	19.777812      	3.710066       	0.162861       	0.000000       	0.162861       	0.194832       	0.000487       	0.004167       	0.000046       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-21	5017.826336    	19.977163      	3.674121       	0.167980       	0.000000       	0.167980       	0.199398       	0.000498       	0.004028       	0.000048       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-22	5017.655738    	20.178024      	3.638519       	0.170598       	0.000000       	0.170598       	0.200911       	0.000502       	0.004787       	0.000050       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-23	5017.483751    	20.378903      	3.603047       	0.171987       	0.000000       	0.171987       	0.200930       	0.000502       	0.006026       	0.000051       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-24	5017.302888    	20.586388      	3.570273       	0.180863       	0.000000       	0.180863       	0.207538       	0.000519       	0.005580       	0.000053       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-25	5017.140017    	20.770463      	3.544608       	0.162871       	0.000000       	0.162871       	0.184128       	0.000460       	0.003948       	0.000053       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-26	5016.957629    	20.972828      	3.518292       	0.182388       	0.000000       	0.182388       	0.202419       	0.000506       	0.005779       	0.000054       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-27	5016.748512    	21.195551      	3.498887       	0.209117       	0.000000       	0.209117       	0.222779       	0.000557       	0.005186       	0.000057       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-28	5016.552857    	21.401422      	3.484940       	0.195655       	0.000000       	0.195655       	0.205930       	0.000515       	0.003156       	0.000059       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-29	5016.341261    	21.617084      	3.476352       	0.211596       	0.000000       	0.211596       	0.215722       	0.000539       	0.003922       	0.000060       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-04-30	5016.158115    	21.801017      	3.471732       	0.183147       	0.000000       	0.183147       	0.183992       	0.000460       	0.003315       	0.000060       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-05-01	5015.985447    	21.973564      	3.469044       	0.172667       	0.000000       	0.172667       	0.172605       	0.000432       	0.002319       	0.000058       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-05-02	5015.798505    	22.161007      	3.464721       	0.186942       	0.000000       	0.186942       	0.187501       	0.000469       	0.003296       	0.000058       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-05-03	5015.596563    	22.364556      	3.457933       	0.201942       	0.000000       	0.201942       	0.203609       	0.000509       	0.004612       	0.000060       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-05-04	5015.399914    	22.559963      	3.453774       	0.196649       	0.000000       	0.196649       	0.195467       	0.000489       	0.004853       	0.000061       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-05-05	5015.205529    	22.751703      	3.450570       	0.194385       	0.000000       	0.194385       	0.191793       	0.000479       	0.005316       	0.000053       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-05-06	5015.043112    	22.907675      	3.454283       	0.162417       	0.000000       	0.162417       	0.156024       	0.000390       	0.002290       	0.000052       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-05-07	5014.858104    	23.087337      	3.456071       	0.185008       	0.000000       	0.185008       	0.179713       	0.000449       	0.003057       	0.000051       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-05-08	5014.677735    	23.257088      	3.463565       	0.180369       	0.000000       	0.180369       	0.169802       	0.000425       	0.002649       	0.000051       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-05-09	5014.509258    	23.415254      	3.470541       	0.168477       	0.000000       	0.168477       	0.158217       	0.000396       	0.002888       	0.000051       	0.000001       	0.000000       	0.000000       
RenoT0Control	2006-05-10	5014.370255    	23.539924      	3.482820       	0.139002       	0.000000       	0.139002       	0.124767       	0.000312       	0.001645       	0.000097       	0.000004       	0.000000       	0.000000       
RenoT0Control	2006-05-11	5014.192653    	69.956157      	0.917750       	0.177602       	0.000000       	0.177602       	0.010901       	0.000027       	0.000208       	0.001586       	0.000158       	0.000000       	0.000000       
RenoT0Control	2006-05-12	5014.006691    	69.961901      	1.097002       	0.185962       	0.000000       	0.185962       	0.006224       	0.000016       	0.000470       	0.000480       	0.000030       	0.000000       	0.000000       
RenoT0Control	2006-05-13	5013.800507    	69.967917      	1.295726       	0.206184       	0.000000       	0.206184       	0.006378       	0.000016       	0.001066       	0.000362       	0.000025       	0.000000       	0.000000       
RenoT0Control	2006-05-14	5013.585348    	69.975232      	1.501488       	0.215158       	0.000000       	0.215158       	0.007695       	0.000019       	0.001683       	0.000379       	0.000026       	0.000000       	0.000000       
RenoT0Control	2006-05-15	5013.369527    	69.984037      	1.706381       	0.215821       	0.000000       	0.215821       	0.009194       	0.000023       	0.001711       	0.000390       	0.000027       	0.000000       	0.000000       
RenoT0Control	2006-05-16	5013.138087    	69.994471      	1.923827       	0.231440       	0.000000       	0.231440       	0.010838       	0.000027       	0.003129       	0.000403       	0.000028       	0.000000       	0.000000       
RenoT0Control	2006-05-17	5012.889314    	70.006714      	2.155277       	0.248773       	0.000000       	0.248773       	0.012665       	0.000032       	0.004627       	0.000422       	0.000029       	0.000000       	0.000000       
RenoT0Control	2006-05-18	5012.420568    	70.021302      	2.604035       	0.468745       	0.000000       	0.468745       	0.015029       	0.000038       	0.004920       	0.000441       	0.000030       	0.000000       	0.000000       
RenoT0Control	2006-05-19	5011.920726    	70.040605      	3.074243       	0.499842       	0.000000       	0.499842       	0.019758       	0.000049       	0.009827       	0.000454       	0.000031       	0.000000       	0.000000       
RenoT0Control	2006-05-20	5011.452218    	70.069266      	3.502823       	0.468508       	0.000000       	0.468508       	0.029120       	0.000073       	0.010737       	0.000459       	0.000031       	0.000000       	0.000000       
RenoT0Control	2006-05-21	5011.014138    	70.113795      	3.886041       	0.438080       	0.000000       	0.438080       	0.044983       	0.000112       	0.009767       	0.000454       	0.000030       	0.000000       	0.000000       
RenoT0Control	2006-05-22	5010.588941    	70.183391      	4.226344       	0.425197       	0.000000       	0.425197       	0.070045       	0.000175       	0.014673       	0.000448       	0.000030       	0.000000       	0.000000       
RenoT0Control	2006-05-23	5010.177862    	70.282573      	4.526205       	0.411079       	0.000000       	0.411079       	0.099625       	0.000249       	0.011344       	0.000443       	0.000029       	0.000000       	0.000000       
RenoT0Control	2006-05-24	5009.741641    	70.428491      	4.800146       	0.436221       	0.000000       	0.436221       	0.146362       	0.000366       	0.015551       	0.000445       	0.000030       	0.000000       	0.000000       
RenoT0Control	2006-05-25	5009.339366    	70.592816      	5.022324       	0.402275       	0.000000       	0.402275       	0.164768       	0.000412       	0.014918       	0.000442       	0.000029       	0.000000       	0.000000       
