SIM CODE  	DATE      	CROP           	STAGE                  	THERMAL TIME   	CUM. BIOMASS   	AG BIOMASS     	ROOT BIOMASS   	FRAC INTERCEP  	TOTAL N        	AG N           	ROOT N         	AG N CONCN     	N FIXATION     	N ADDED        	N STRESS       	 WATER STRESS  	POTENTIAL TR   
-         	YYYY-MM-DD	-              	-                      	C-day          	Mg/ha          	Mg/ha          	Mg/ha          	-              	kg/ha          	kg/ha          	kg/ha          	g/kg           	kg/ha          	kg/ha          	%              	%              	mm/day         
RenoT0Control	2006-08-12	Maize          	REPRODUCTIVE_GROWTH    	1200.788889    	9.614129       	7.582615       	2.031514       	0.927608       	88.111942      	77.507039      	10.604903      	10.221677      	0.000000       	0.000000       	0.539489       	-0.000000      	3.880780       
RenoT0Control	2006-08-13	Maize          	REPRODUCTIVE_GROWTH    	1213.238889    	9.746254       	7.704961       	2.041293       	0.927136       	88.384573      	77.762962      	10.621611      	10.092584      	0.000000       	0.000000       	0.547482       	-0.000000      	3.558380       
RenoT0Control	2006-08-14	Maize          	REPRODUCTIVE_GROWTH    	1226.588889    	9.897783       	7.845548       	2.052235       	0.926543       	88.656661      	78.018675      	10.637986      	9.944325       	0.000000       	0.000000       	0.554068       	-0.000000      	4.748329       
RenoT0Control	2006-08-15	Maize          	REPRODUCTIVE_GROWTH    	1238.988889    	10.018918      	7.958129       	2.060788       	0.925899       	88.921253      	78.267572      	10.653681      	9.834921       	0.000000       	0.000000       	0.561107       	-0.000000      	3.862260       
RenoT0Control	2006-08-16	Maize          	REPRODUCTIVE_GROWTH    	1253.838889    	10.124267      	8.056232       	2.068035       	0.925014       	89.180541      	78.511792      	10.668749      	9.745473       	0.000000       	0.000000       	0.566517       	-0.000000      	2.838950       
RenoT0Control	2006-08-17	Maize          	REPRODUCTIVE_GROWTH    	1269.388889    	10.226799      	8.151896       	2.074903       	0.923933       	89.439613      	78.756121      	10.683492      	9.661080       	0.000000       	0.000000       	0.569135       	-0.000000      	2.840882       
RenoT0Control	2006-08-18	Maize          	REPRODUCTIVE_GROWTH    	1286.291667    	10.375099      	8.290537       	2.084562       	0.922567       	89.709764      	79.011251      	10.698513      	9.530293       	0.000000       	0.000000       	0.571180       	0.000000       	4.631187       
RenoT0Control	2006-08-19	Maize          	REPRODUCTIVE_GROWTH    	1302.341667    	10.494233      	8.402109       	2.092124       	0.921048       	89.981898      	79.268534      	10.713364      	9.434362       	0.000000       	0.000000       	0.576099       	-0.000000      	3.365544       
RenoT0Control	2006-08-20	Maize          	REPRODUCTIVE_GROWTH    	1316.672222    	10.624550      	8.524336       	2.100214       	0.919474       	90.259425      	79.531169      	10.728256      	9.329896       	0.000000       	0.000000       	0.580287       	0.000000       	4.957522       
RenoT0Control	2006-08-21	Maize          	REPRODUCTIVE_GROWTH    	1332.019444    	10.759185      	8.650805       	2.108380       	0.917554       	90.539369      	79.796348      	10.743021      	9.224153       	0.000000       	0.000000       	0.584631       	0.000000       	4.781710       
RenoT0Control	2006-08-22	Maize          	REPRODUCTIVE_GROWTH    	1346.211111    	10.876748      	8.761383       	2.115364       	0.915519       	90.818927      	80.061372      	10.757555      	9.137983       	0.000000       	0.000000       	0.589098       	0.000000       	4.488015       
RenoT0Control	2006-08-23	Maize          	REPRODUCTIVE_GROWTH    	1360.702778    	10.989818      	8.867873       	2.121945       	0.913162       	91.100435      	80.328468      	10.771967      	9.058369       	0.000000       	0.000000       	0.592666       	0.000000       	4.293454       
RenoT0Control	2006-08-24	Maize          	REPRODUCTIVE_GROWTH    	1376.202778    	11.084952      	8.957587       	2.127365       	0.910302       	91.379351      	80.593339      	10.786012      	8.997215       	0.000000       	0.000000       	0.595622       	-0.000000      	3.115334       
RenoT0Control	2006-08-25	Maize          	REPRODUCTIVE_GROWTH    	1391.352778    	11.205393      	9.071303       	2.134090       	0.907108       	91.669726      	80.869330      	10.800396      	8.914852       	0.000000       	0.000000       	0.597504       	-0.000000      	4.108625       
RenoT0Control	2006-08-26	Maize          	REPRODUCTIVE_GROWTH    	1405.802778    	11.320255      	9.179870       	2.140385       	0.903644       	91.960342      	81.145741      	10.814602      	8.839531       	0.000000       	0.000000       	0.600038       	-0.000000      	4.045933       
RenoT0Control	2006-08-27	Maize          	REPRODUCTIVE_GROWTH    	1420.052778    	11.433529      	9.287046       	2.146483       	0.899783       	92.251358      	81.422713      	10.828645      	8.767343       	0.000000       	0.000000       	0.602470       	-0.000000      	4.263948       
RenoT0Control	2006-08-28	Maize          	REPRODUCTIVE_GROWTH    	1433.502778    	11.531993      	9.380294       	2.151699       	0.895676       	92.537412      	81.695120      	10.842292      	8.709228       	0.000000       	0.000000       	0.604742       	0.000000       	3.604361       
RenoT0Control	2006-08-29	Maize          	REPRODUCTIVE_GROWTH    	1447.652778    	11.637789      	9.480579       	2.157210       	0.890843       	92.825831      	81.969952      	10.855879      	8.646091       	0.000000       	0.000000       	0.606312       	-0.000000      	3.530233       
RenoT0Control	2006-08-30	Maize          	REPRODUCTIVE_GROWTH    	1460.202778    	11.745807      	9.583050       	2.162757       	0.886026       	93.114397      	82.245058      	10.869340      	8.582347       	0.000000       	0.000000       	0.607924       	0.000000       	4.197164       
RenoT0Control	2006-08-31	Maize          	REPRODUCTIVE_GROWTH    	1471.202778    	11.844084      	9.676341       	2.167743       	0.881346       	93.397038      	82.514611      	10.882426      	8.527460       	0.000000       	0.000000       	0.609617       	-0.000000      	3.844362       
RenoT0Control	2006-09-01	Maize          	REPRODUCTIVE_GROWTH    	1483.352778    	11.935177      	9.762874       	2.172304       	0.875692       	93.672901      	82.777818      	10.895083      	8.478837       	0.000000       	0.000000       	0.610953       	0.000000       	3.697567       
RenoT0Control	2006-09-02	Maize          	REPRODUCTIVE_GROWTH    	1495.913889    	12.021848      	9.845262       	2.176586       	0.869244       	93.943454      	83.036077      	10.907377      	8.434115       	0.000000       	0.000000       	0.611922       	-0.000000      	3.625357       
RenoT0Control	2006-09-03	Maize          	REPRODUCTIVE_GROWTH    	1509.361111    	12.110692      	9.929777       	2.180916       	0.861613       	94.212850      	83.293360      	10.919490      	8.388241       	0.000000       	0.000000       	0.612632       	-0.000000      	3.799696       
RenoT0Control	2006-09-04	Maize          	REPRODUCTIVE_GROWTH    	1522.086111    	12.195782      	10.010771      	2.185011       	0.853584       	94.480253      	83.548851      	10.931402      	8.345896       	0.000000       	0.000000       	0.613355       	0.000000       	3.898787       
RenoT0Control	2006-09-05	Maize          	REPRODUCTIVE_GROWTH    	1534.538889    	12.276805      	10.087941      	2.188863       	0.844906       	94.746163      	83.803020      	10.943143      	8.307247       	0.000000       	0.000000       	0.613938       	-0.000000      	3.909906       
RenoT0Control	2006-09-06	Maize          	REPRODUCTIVE_GROWTH    	1548.350000    	12.362074      	10.169208      	2.192866       	0.834312       	95.015341      	84.060432      	10.954909      	8.266173       	0.000000       	0.000000       	0.614312       	-0.000000      	3.763564       
RenoT0Control	2006-09-07	Maize          	REPRODUCTIVE_GROWTH    	1564.425000    	12.438662      	10.242253      	2.196409       	0.820616       	95.244310      	84.279511      	10.964800      	8.228610       	0.000000       	0.000000       	0.614754       	-0.000000      	2.879798       
RenoT0Control	2006-09-08	Maize          	REPRODUCTIVE_GROWTH    	1580.461111    	12.526411      	10.325999      	2.200412       	0.805210       	95.519623      	84.543069      	10.976554      	8.187399       	0.000000       	0.000000       	0.615337       	0.000000       	3.383817       
RenoT0Control	2006-09-09	Maize          	REPRODUCTIVE_GROWTH    	1596.911111    	12.616927      	10.412442      	2.204485       	0.787437       	95.713909      	84.729151      	10.984758      	8.137299       	0.000000       	0.000000       	0.615864       	-0.000000      	2.512315       
RenoT0Control	2006-09-10	Maize          	REPRODUCTIVE_GROWTH    	1612.561111    	12.700359      	10.492168      	2.208192       	0.768420       	95.991431      	84.995064      	10.996367      	8.100811       	0.000000       	0.000000       	0.617183       	0.000000       	3.007957       
RenoT0Control	2006-09-11	Maize          	REPRODUCTIVE_GROWTH    	1626.761111    	12.764443      	10.553435      	2.211008       	0.749172       	96.174270      	85.170318      	11.003951      	8.070388       	0.000000       	0.000000       	0.617723       	0.000000       	2.217939       
RenoT0Control	2006-09-12	Maize          	REPRODUCTIVE_GROWTH    	1641.511111    	12.835940      	10.621825      	2.214115       	0.727167       	96.439933      	85.425065      	11.014868      	8.042409       	0.000000       	0.000000       	0.618343       	0.000000       	2.574185       
RenoT0Control	2006-09-13	Maize          	REPRODUCTIVE_GROWTH    	1655.811111    	12.900240      	10.683360      	2.216880       	0.703671       	96.691447      	85.666330      	11.025118      	8.018669       	0.000000       	0.000000       	0.618290       	-0.000000      	2.119909       
RenoT0Control	2006-09-14	Maize          	REPRODUCTIVE_GROWTH    	1666.411111    	12.903821      	10.686789      	2.217032       	0.684619       	96.728434      	85.701817      	11.026617      	8.019417       	0.000000       	0.000000       	0.617890       	-0.000000      	0.508277       
RenoT0Control	2006-09-15	Maize          	REPRODUCTIVE_GROWTH    	1678.361111    	12.935671      	10.717290      	2.218381       	0.661722       	96.893708      	85.860453      	11.033254      	8.011396       	0.000000       	0.000000       	0.617424       	0.000000       	1.125915       
RenoT0Control	2006-09-16	Maize          	REPRODUCTIVE_GROWTH    	1691.461111    	12.986083      	10.765587      	2.220496       	0.634813       	97.123692      	86.081278      	11.042414      	7.995967       	0.000000       	0.000000       	0.616277       	-0.000000      	1.374825       
RenoT0Control	2006-09-17	Maize          	REPRODUCTIVE_GROWTH    	1702.961111    	13.009453      	10.787984      	2.221469       	0.609416       	97.284141      	86.235372      	11.048769      	7.993650       	0.000000       	0.000000       	0.614722       	0.000000       	0.847519       
RenoT0Control	2006-09-18	Maize          	REPRODUCTIVE_GROWTH    	1718.111111    	13.062139      	10.838496      	2.223643       	0.573882       	97.497097      	86.439976      	11.057121      	7.975274       	0.000000       	0.000000       	0.613026       	0.000000       	1.719366       
RenoT0Control	2006-09-19	Maize          	REPRODUCTIVE_GROWTH    	1732.555556    	13.109439      	10.883862      	2.225577       	0.537372       	97.700106      	86.635084      	11.065021      	7.959958       	0.000000       	0.000000       	0.612122       	-0.000000      	1.811213       
RenoT0Control	2006-09-20	Maize          	REPRODUCTIVE_GROWTH    	1746.805556    	13.150056      	10.922832      	2.227224       	0.498881       	97.892948      	86.820478      	11.072470      	7.948532       	0.000000       	0.000000       	0.611380       	-0.000000      	1.537196       
RenoT0Control	2006-09-21	Maize          	REPRODUCTIVE_GROWTH    	1763.105556    	13.192732      	10.963794      	2.228938       	0.452126       	98.087200      	87.007294      	11.079907      	7.935874       	0.000000       	0.000000       	0.610536       	0.000000       	1.169635       
RenoT0Control	2006-09-22	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-09-23	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-09-24	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-09-25	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-09-26	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-09-27	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-09-28	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-09-29	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-09-30	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-01	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-02	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-03	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-04	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-05	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-06	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-07	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-08	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-09	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-10	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-11	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-12	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-13	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-14	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-15	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-16	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-17	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-18	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-19	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-20	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-21	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-22	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-23	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-24	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-25	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-26	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-27	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-28	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-29	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-30	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-31	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-01	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-02	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-03	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-04	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-05	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-06	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-07	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-08	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-09	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-10	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-11	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-12	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-13	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-14	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-15	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-16	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-17	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-18	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-19	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-20	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-21	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-22	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-23	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-24	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-25	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-26	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-27	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-28	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-29	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-30	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-01	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-02	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-03	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-04	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-05	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-06	NO_CROP        	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
