SIM CODE  	DATE      	FRAC INTERCEP  	AG RES BIOMASS 	BG RES BIOMASS 	ROOT RES BIOMAS	SFC MANURE C   	AG RES N       	BG RES N       	ROOT RES N     	SFC MANURE N   	STD RES MOIST  	FLAT RES MOIST 
-         	YYYY-MM-DD	-              	Mg/ha          	Mg/ha          	Mg/ha          	Mg/ha          	kg/ha          	kg/ha          	kg/ha          	Mg/ha          	kg/kg          	kg/kg          
RenoT0Control	2006-09-30	0.000000       	0.000000       	0.000000       	1.866136       	0.000000       	0.000000       	0.000000       	0.009150       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-01	0.000000       	0.000000       	0.000000       	1.820187       	0.000000       	0.000000       	0.000000       	0.008928       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-02	0.000000       	0.000000       	0.000000       	1.773644       	0.000000       	0.000000       	0.000000       	0.008703       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-03	0.000000       	0.000000       	0.000000       	1.730608       	0.000000       	0.000000       	0.000000       	0.008494       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-04	0.000000       	0.000000       	0.000000       	1.689863       	0.000000       	0.000000       	0.000000       	0.008297       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-05	0.000000       	0.000000       	0.000000       	1.653568       	0.000000       	0.000000       	0.000000       	0.008120       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-06	0.000000       	0.000000       	0.000000       	1.620981       	0.000000       	0.000000       	0.000000       	0.007962       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-07	0.000000       	0.000000       	0.000000       	1.588610       	0.000000       	0.000000       	0.000000       	0.007805       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-08	0.000000       	0.000000       	0.000000       	1.557080       	0.000000       	0.000000       	0.000000       	0.007652       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-09	0.000000       	0.000000       	0.000000       	1.527614       	0.000000       	0.000000       	0.000000       	0.007509       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-10	0.000000       	0.000000       	0.000000       	1.499174       	0.000000       	0.000000       	0.000000       	0.007370       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-11	0.000000       	0.000000       	0.000000       	1.472514       	0.000000       	0.000000       	0.000000       	0.007241       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-12	0.000000       	0.000000       	0.000000       	1.445475       	0.000000       	0.000000       	0.000000       	0.007109       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-13	0.000000       	0.000000       	0.000000       	1.419497       	0.000000       	0.000000       	0.000000       	0.006983       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-14	0.000000       	0.000000       	0.000000       	1.394607       	0.000000       	0.000000       	0.000000       	0.006862       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-15	0.000000       	0.000000       	0.000000       	1.371343       	0.000000       	0.000000       	0.000000       	0.006748       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-16	0.000000       	0.000000       	0.000000       	1.348600       	0.000000       	0.000000       	0.000000       	0.006637       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-17	0.000000       	0.000000       	0.000000       	1.325053       	0.000000       	0.000000       	0.000000       	0.006523       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-18	0.000000       	0.000000       	0.000000       	1.302752       	0.000000       	0.000000       	0.000000       	0.006414       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-19	0.000000       	0.000000       	0.000000       	1.284257       	0.000000       	0.000000       	0.000000       	0.006324       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-20	0.000000       	0.000000       	0.000000       	1.266212       	0.000000       	0.000000       	0.000000       	0.006236       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-21	0.000000       	0.000000       	0.000000       	1.246513       	0.000000       	0.000000       	0.000000       	0.006140       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-22	0.000000       	0.000000       	0.000000       	1.224775       	0.000000       	0.000000       	0.000000       	0.006033       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-23	0.000000       	0.000000       	0.000000       	1.205870       	0.000000       	0.000000       	0.000000       	0.005941       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-24	0.000000       	0.000000       	0.000000       	1.186327       	0.000000       	0.000000       	0.000000       	0.005846       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-25	0.000000       	0.000000       	0.000000       	1.167490       	0.000000       	0.000000       	0.000000       	0.005754       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-26	0.000000       	0.000000       	0.000000       	1.149181       	0.000000       	0.000000       	0.000000       	0.005664       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-27	0.000000       	0.000000       	0.000000       	1.131237       	0.000000       	0.000000       	0.000000       	0.005577       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-28	0.000000       	0.000000       	0.000000       	1.113126       	0.000000       	0.000000       	0.000000       	0.005488       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-29	0.000000       	0.000000       	0.000000       	1.095952       	0.000000       	0.000000       	0.000000       	0.005404       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-30	0.000000       	0.000000       	0.000000       	1.078880       	0.000000       	0.000000       	0.000000       	0.005321       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-10-31	0.000000       	0.000000       	0.000000       	1.064338       	0.000000       	0.000000       	0.000000       	0.005250       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-01	0.000000       	0.000000       	0.000000       	1.050527       	0.000000       	0.000000       	0.000000       	0.005182       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-02	0.000000       	0.000000       	0.000000       	1.040215       	0.000000       	0.000000       	0.000000       	0.005131       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-03	0.000000       	0.000000       	0.000000       	1.031522       	0.000000       	0.000000       	0.000000       	0.005089       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-04	0.000000       	0.000000       	0.000000       	1.024168       	0.000000       	0.000000       	0.000000       	0.005053       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-05	0.000000       	0.000000       	0.000000       	1.017289       	0.000000       	0.000000       	0.000000       	0.005019       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-06	0.000000       	0.000000       	0.000000       	1.009287       	0.000000       	0.000000       	0.000000       	0.004980       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-07	0.000000       	0.000000       	0.000000       	1.001719       	0.000000       	0.000000       	0.000000       	0.004943       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-08	0.000000       	0.000000       	0.000000       	0.993945       	0.000000       	0.000000       	0.000000       	0.004905       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-09	0.000000       	0.000000       	0.000000       	0.986225       	0.000000       	0.000000       	0.000000       	0.004867       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-10	0.000000       	0.000000       	0.000000       	0.978159       	0.000000       	0.000000       	0.000000       	0.004828       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-11	0.000000       	0.000000       	0.000000       	0.971171       	0.000000       	0.000000       	0.000000       	0.004793       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-12	0.000000       	0.000000       	0.000000       	0.964959       	0.000000       	0.000000       	0.000000       	0.004763       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-13	0.000000       	0.000000       	0.000000       	0.958246       	0.000000       	0.000000       	0.000000       	0.004730       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-14	0.000000       	0.000000       	0.000000       	0.951580       	0.000000       	0.000000       	0.000000       	0.004697       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-15	0.000000       	0.000000       	0.000000       	0.944491       	0.000000       	0.000000       	0.000000       	0.004663       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-16	0.000000       	0.000000       	0.000000       	0.937211       	0.000000       	0.000000       	0.000000       	0.004627       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-17	0.000000       	0.000000       	0.000000       	0.928616       	0.000000       	0.000000       	0.000000       	0.004585       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-18	0.000000       	0.000000       	0.000000       	0.919478       	0.000000       	0.000000       	0.000000       	0.004540       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-19	0.000000       	0.000000       	0.000000       	0.910820       	0.000000       	0.000000       	0.000000       	0.004497       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-20	0.000000       	0.000000       	0.000000       	0.903515       	0.000000       	0.000000       	0.000000       	0.004462       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-21	0.000000       	0.000000       	0.000000       	0.896818       	0.000000       	0.000000       	0.000000       	0.004429       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-22	0.000000       	0.000000       	0.000000       	0.890268       	0.000000       	0.000000       	0.000000       	0.004397       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-23	0.000000       	0.000000       	0.000000       	0.884786       	0.000000       	0.000000       	0.000000       	0.004370       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-24	0.000000       	0.000000       	0.000000       	0.879462       	0.000000       	0.000000       	0.000000       	0.004344       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-25	0.000000       	0.000000       	0.000000       	0.873462       	0.000000       	0.000000       	0.000000       	0.004314       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-26	0.000000       	0.000000       	0.000000       	0.867413       	0.000000       	0.000000       	0.000000       	0.004284       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-27	0.000000       	0.000000       	0.000000       	0.862377       	0.000000       	0.000000       	0.000000       	0.004260       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-28	0.000000       	0.000000       	0.000000       	0.856995       	0.000000       	0.000000       	0.000000       	0.004233       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-29	0.000000       	0.000000       	0.000000       	0.851654       	0.000000       	0.000000       	0.000000       	0.004207       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-11-30	0.000000       	0.000000       	0.000000       	0.846125       	0.000000       	0.000000       	0.000000       	0.004180       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-01	0.000000       	0.000000       	0.000000       	0.841258       	0.000000       	0.000000       	0.000000       	0.004156       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-02	0.000000       	0.000000       	0.000000       	0.837271       	0.000000       	0.000000       	0.000000       	0.004136       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-03	0.000000       	0.000000       	0.000000       	0.832689       	0.000000       	0.000000       	0.000000       	0.004114       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-04	0.000000       	0.000000       	0.000000       	0.828481       	0.000000       	0.000000       	0.000000       	0.004093       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-05	0.000000       	0.000000       	0.000000       	0.824459       	0.000000       	0.000000       	0.000000       	0.004074       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-06	0.000000       	0.000000       	0.000000       	0.819552       	0.000000       	0.000000       	0.000000       	0.004049       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-07	0.000000       	0.000000       	0.000000       	0.814122       	0.000000       	0.000000       	0.000000       	0.004023       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-08	0.000000       	0.000000       	0.000000       	0.808381       	0.000000       	0.000000       	0.000000       	0.003995       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-09	0.000000       	0.000000       	0.000000       	0.803201       	0.000000       	0.000000       	0.000000       	0.003969       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-10	0.000000       	0.000000       	0.000000       	0.798674       	0.000000       	0.000000       	0.000000       	0.003947       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-11	0.000000       	0.000000       	0.000000       	0.794863       	0.000000       	0.000000       	0.000000       	0.003928       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-12	0.000000       	0.000000       	0.000000       	0.791446       	0.000000       	0.000000       	0.000000       	0.003911       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-13	0.000000       	0.000000       	0.000000       	0.788043       	0.000000       	0.000000       	0.000000       	0.003895       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-14	0.000000       	0.000000       	0.000000       	0.784815       	0.000000       	0.000000       	0.000000       	0.003879       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-15	0.000000       	0.000000       	0.000000       	0.782236       	0.000000       	0.000000       	0.000000       	0.003866       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-16	0.000000       	0.000000       	0.000000       	0.779481       	0.000000       	0.000000       	0.000000       	0.003853       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-17	0.000000       	0.000000       	0.000000       	0.776812       	0.000000       	0.000000       	0.000000       	0.003839       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-18	0.000000       	0.000000       	0.000000       	0.773354       	0.000000       	0.000000       	0.000000       	0.003822       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-19	0.000000       	0.000000       	0.000000       	0.770162       	0.000000       	0.000000       	0.000000       	0.003807       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-20	0.000000       	0.000000       	0.000000       	0.767038       	0.000000       	0.000000       	0.000000       	0.003791       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-21	0.000000       	0.000000       	0.000000       	0.764276       	0.000000       	0.000000       	0.000000       	0.003778       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-22	0.000000       	0.000000       	0.000000       	0.761593       	0.000000       	0.000000       	0.000000       	0.003765       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-23	0.000000       	0.000000       	0.000000       	0.759307       	0.000000       	0.000000       	0.000000       	0.003753       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-24	0.000000       	0.000000       	0.000000       	0.756810       	0.000000       	0.000000       	0.000000       	0.003741       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-25	0.000000       	0.000000       	0.000000       	0.754044       	0.000000       	0.000000       	0.000000       	0.003728       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-26	0.000000       	0.000000       	0.000000       	0.751760       	0.000000       	0.000000       	0.000000       	0.003716       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-27	0.000000       	0.000000       	0.000000       	0.750052       	0.000000       	0.000000       	0.000000       	0.003708       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-28	0.000000       	0.000000       	0.000000       	0.748866       	0.000000       	0.000000       	0.000000       	0.003702       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-29	0.000000       	0.000000       	0.000000       	0.747858       	0.000000       	0.000000       	0.000000       	0.003697       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-30	0.000000       	0.000000       	0.000000       	0.746692       	0.000000       	0.000000       	0.000000       	0.003691       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-12-31	0.000000       	0.000000       	0.000000       	0.745094       	0.000000       	0.000000       	0.000000       	0.003683       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-01	0.000000       	0.000000       	0.000000       	0.743418       	0.000000       	0.000000       	0.000000       	0.003675       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-02	0.000000       	0.000000       	0.000000       	0.740856       	0.000000       	0.000000       	0.000000       	0.003663       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-03	0.000000       	0.000000       	0.000000       	0.738348       	0.000000       	0.000000       	0.000000       	0.003650       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-04	0.000000       	0.000000       	0.000000       	0.735920       	0.000000       	0.000000       	0.000000       	0.003638       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-05	0.000000       	0.000000       	0.000000       	0.733843       	0.000000       	0.000000       	0.000000       	0.003628       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-06	0.000000       	0.000000       	0.000000       	0.731668       	0.000000       	0.000000       	0.000000       	0.003617       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-07	0.000000       	0.000000       	0.000000       	0.729281       	0.000000       	0.000000       	0.000000       	0.003606       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-08	0.000000       	0.000000       	0.000000       	0.726886       	0.000000       	0.000000       	0.000000       	0.003594       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-09	0.000000       	0.000000       	0.000000       	0.724263       	0.000000       	0.000000       	0.000000       	0.003581       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-10	0.000000       	0.000000       	0.000000       	0.721708       	0.000000       	0.000000       	0.000000       	0.003568       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-11	0.000000       	0.000000       	0.000000       	0.719008       	0.000000       	0.000000       	0.000000       	0.003555       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-12	0.000000       	0.000000       	0.000000       	0.715666       	0.000000       	0.000000       	0.000000       	0.003539       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-13	0.000000       	0.000000       	0.000000       	0.712549       	0.000000       	0.000000       	0.000000       	0.003523       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-14	0.000000       	0.000000       	0.000000       	0.710301       	0.000000       	0.000000       	0.000000       	0.003512       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-15	0.000000       	0.000000       	0.000000       	0.708028       	0.000000       	0.000000       	0.000000       	0.003501       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-16	0.000000       	0.000000       	0.000000       	0.705768       	0.000000       	0.000000       	0.000000       	0.003490       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-17	0.000000       	0.000000       	0.000000       	0.703879       	0.000000       	0.000000       	0.000000       	0.003481       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-18	0.000000       	0.000000       	0.000000       	0.702097       	0.000000       	0.000000       	0.000000       	0.003472       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-19	0.000000       	0.000000       	0.000000       	0.698785       	0.000000       	0.000000       	0.000000       	0.003456       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-20	0.000000       	0.000000       	0.000000       	0.695662       	0.000000       	0.000000       	0.000000       	0.003440       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-21	0.000000       	0.000000       	0.000000       	0.692566       	0.000000       	0.000000       	0.000000       	0.003425       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-22	0.000000       	0.000000       	0.000000       	0.689387       	0.000000       	0.000000       	0.000000       	0.003409       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-23	0.000000       	0.000000       	0.000000       	0.686301       	0.000000       	0.000000       	0.000000       	0.003394       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-24	0.000000       	0.000000       	0.000000       	0.683431       	0.000000       	0.000000       	0.000000       	0.003380       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-25	0.000000       	0.000000       	0.000000       	0.681204       	0.000000       	0.000000       	0.000000       	0.003369       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-26	0.000000       	0.000000       	0.000000       	0.679497       	0.000000       	0.000000       	0.000000       	0.003361       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-27	0.000000       	0.000000       	0.000000       	0.677772       	0.000000       	0.000000       	0.000000       	0.003352       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-28	0.000000       	0.000000       	0.000000       	0.675899       	0.000000       	0.000000       	0.000000       	0.003343       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-29	0.000000       	0.000000       	0.000000       	0.673945       	0.000000       	0.000000       	0.000000       	0.003333       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-30	0.000000       	0.000000       	0.000000       	0.672579       	0.000000       	0.000000       	0.000000       	0.003327       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-01-31	0.000000       	0.000000       	0.000000       	0.671181       	0.000000       	0.000000       	0.000000       	0.003320       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-01	0.000000       	0.000000       	0.000000       	0.669442       	0.000000       	0.000000       	0.000000       	0.003311       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-02	0.000000       	0.000000       	0.000000       	0.667424       	0.000000       	0.000000       	0.000000       	0.003301       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-03	0.000000       	0.000000       	0.000000       	0.665149       	0.000000       	0.000000       	0.000000       	0.003290       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-04	0.000000       	0.000000       	0.000000       	0.663028       	0.000000       	0.000000       	0.000000       	0.003280       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-05	0.000000       	0.000000       	0.000000       	0.661092       	0.000000       	0.000000       	0.000000       	0.003270       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-06	0.000000       	0.000000       	0.000000       	0.658925       	0.000000       	0.000000       	0.000000       	0.003260       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-07	0.000000       	0.000000       	0.000000       	0.656932       	0.000000       	0.000000       	0.000000       	0.003250       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-08	0.000000       	0.000000       	0.000000       	0.654933       	0.000000       	0.000000       	0.000000       	0.003240       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-09	0.000000       	0.000000       	0.000000       	0.652918       	0.000000       	0.000000       	0.000000       	0.003230       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-10	0.000000       	0.000000       	0.000000       	0.650851       	0.000000       	0.000000       	0.000000       	0.003220       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-11	0.000000       	0.000000       	0.000000       	0.648747       	0.000000       	0.000000       	0.000000       	0.003209       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-12	0.000000       	0.000000       	0.000000       	0.646704       	0.000000       	0.000000       	0.000000       	0.003199       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-13	0.000000       	0.000000       	0.000000       	0.644174       	0.000000       	0.000000       	0.000000       	0.003187       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-14	0.000000       	0.000000       	0.000000       	0.642030       	0.000000       	0.000000       	0.000000       	0.003176       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-15	0.000000       	0.000000       	0.000000       	0.638721       	0.000000       	0.000000       	0.000000       	0.003160       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-16	0.000000       	0.000000       	0.000000       	0.635956       	0.000000       	0.000000       	0.000000       	0.003146       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-17	0.000000       	0.000000       	0.000000       	0.633237       	0.000000       	0.000000       	0.000000       	0.003133       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-18	0.000000       	0.000000       	0.000000       	0.631203       	0.000000       	0.000000       	0.000000       	0.003123       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-19	0.000000       	0.000000       	0.000000       	0.629137       	0.000000       	0.000000       	0.000000       	0.003113       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-20	0.000000       	0.000000       	0.000000       	0.626879       	0.000000       	0.000000       	0.000000       	0.003102       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-21	0.000000       	0.000000       	0.000000       	0.624761       	0.000000       	0.000000       	0.000000       	0.003091       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-22	0.000000       	0.000000       	0.000000       	0.621951       	0.000000       	0.000000       	0.000000       	0.003077       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-23	0.000000       	0.000000       	0.000000       	0.619307       	0.000000       	0.000000       	0.000000       	0.003064       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-24	0.000000       	0.000000       	0.000000       	0.616561       	0.000000       	0.000000       	0.000000       	0.003051       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-25	0.000000       	0.000000       	0.000000       	0.614113       	0.000000       	0.000000       	0.000000       	0.003039       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-26	0.000000       	0.000000       	0.000000       	0.611130       	0.000000       	0.000000       	0.000000       	0.003024       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-27	0.000000       	0.000000       	0.000000       	0.608206       	0.000000       	0.000000       	0.000000       	0.003010       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-02-28	0.000000       	0.000000       	0.000000       	0.605169       	0.000000       	0.000000       	0.000000       	0.002995       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-03-01	0.000000       	0.000000       	0.000000       	0.602619       	0.000000       	0.000000       	0.000000       	0.002982       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-03-02	0.000000       	0.000000       	0.000000       	0.598748       	0.000000       	0.000000       	0.000000       	0.002963       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-03-03	0.000000       	0.000000       	0.000000       	0.594957       	0.000000       	0.000000       	0.000000       	0.002944       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-03-04	0.000000       	0.000000       	0.000000       	0.591227       	0.000000       	0.000000       	0.000000       	0.002926       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-03-05	0.000000       	0.000000       	0.000000       	0.587691       	0.000000       	0.000000       	0.000000       	0.002909       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-03-06	0.000000       	0.000000       	0.000000       	0.584359       	0.000000       	0.000000       	0.000000       	0.002892       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-03-07	0.000000       	0.000000       	0.000000       	0.580357       	0.000000       	0.000000       	0.000000       	0.002873       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-03-08	0.000000       	0.000000       	0.000000       	0.575929       	0.000000       	0.000000       	0.000000       	0.002851       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-03-09	0.000000       	0.000000       	0.000000       	0.571573       	0.000000       	0.000000       	0.000000       	0.002829       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-03-10	0.000000       	0.000000       	0.000000       	0.567408       	0.000000       	0.000000       	0.000000       	0.002809       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-03-11	0.000000       	0.000000       	0.000000       	0.564331       	0.000000       	0.000000       	0.000000       	0.002794       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-03-12	0.000000       	0.000000       	0.000000       	0.561020       	0.000000       	0.000000       	0.000000       	0.002777       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-03-13	0.000000       	0.000000       	0.000000       	0.557418       	0.000000       	0.000000       	0.000000       	0.002759       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-03-14	0.000000       	0.000000       	0.000000       	0.553718       	0.000000       	0.000000       	0.000000       	0.002741       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-03-15	0.000000       	0.000000       	0.000000       	0.549880       	0.000000       	0.000000       	0.000000       	0.002722       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-03-16	0.000000       	0.000000       	0.000000       	0.545989       	0.000000       	0.000000       	0.000000       	0.002703       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-03-17	0.000000       	0.000000       	0.000000       	0.541908       	0.000000       	0.000000       	0.000000       	0.002683       	0.000000       	0.000000       	0.000000       
RenoT0Control	2007-03-18	0.000000       	0.000000       	0.000000       	0.537918       	0.000000       	0.000000       	0.000000       	0.002663       	0.000000       	0.000000       	0.000000       
